EventID,Region,Region (source),Duration,TimeStep,Original Burst Depth (mm),Area,AspectRatio,Rotation,Burst Start Time,Lat,Long
1,East Coast (South),East Coast (South),720,30,304.244,100,1.5,2.3561945,2282,-34.3375,150.8625
2,East Coast (South),East Coast (South),720,30,277.417,100,1.5,0,1072,-34.3875,150.7875
3,East Coast (South),East Coast (South),720,30,270.677,100,3.6,2.3561945,1700,-34.3875,150.8375
4,East Coast (South),East Coast (South),720,30,247.475,100,3.6,0.7853982,1212,-28.5125,153.3375
5,East Coast (South),East Coast (South),720,30,234.758,100,1.5,1.5707963,1231,-34.2625,150.7875
6,East Coast (South),East Coast (South),720,30,232.798,100,3.6,0.7853982,2638,-28.4125,153.3375
7,East Coast (South),East Coast (South),720,30,226.621,100,1.5,0.7853982,1389,-28.3875,153.1875
8,East Coast (South),East Coast (South),720,30,224.341,100,1.5,1.5707963,1190,-33.8375,151.2375
9,East Coast (South),East Coast (South),720,30,221.553,100,1.5,1.5707963,1311,-34.5625,150.5875
10,East Coast (South),East Coast (South),720,30,204.572,100,1.5,0,1767,-33.4125,151.3125
11,East Coast (South),East Coast (South),720,30,373.367,200,2.3,0.7853982,3120,-28.2125,153.4875
12,East Coast (South),East Coast (South),720,30,271.643,200,2.3,2.3561945,2282,-34.3375,150.8625
13,East Coast (South),East Coast (South),720,30,258.782,200,3.6,2.3561945,1701,-34.4375,150.7875
14,East Coast (South),East Coast (South),720,30,240.171,200,2.3,2.3561945,471,-28.2875,153.2125
15,East Coast (South),East Coast (South),720,30,236.269,200,2.3,0,1212,-28.5125,153.3875
16,East Coast (South),East Coast (South),720,30,231.294,200,2.3,0.7853982,2638,-28.3875,153.3375
17,East Coast (South),East Coast (South),720,30,224.413,200,1.5,0,628,-28.2375,153.2875
18,East Coast (South),East Coast (South),720,30,223.219,200,2.3,2.3561945,2441,-34.3125,150.8375
19,East Coast (South),East Coast (South),720,30,217.254,200,2.3,2.3561945,1071,-34.3375,150.8125
20,East Coast (South),East Coast (South),720,30,214.485,200,2.3,1.5707963,1190,-33.8375,151.1875
21,East Coast (South),East Coast (South),720,30,351.02,500,2.3,0,3120,-28.3125,153.5125
22,East Coast (South),East Coast (South),720,30,226.702,500,2.3,2.3561945,1701,-34.4125,150.7875
23,East Coast (South),East Coast (South),720,30,225.266,500,2.3,0.7853982,2637,-28.4125,153.4125
24,East Coast (South),East Coast (South),720,30,218.024,500,2.3,0.7853982,443,-28.2625,153.2875
25,East Coast (South),East Coast (South),720,30,214.825,500,2.3,2.3561945,628,-28.2625,153.2875
26,East Coast (South),East Coast (South),720,30,213.185,500,1.5,0,2282,-34.3375,150.8375
27,East Coast (South),East Coast (South),720,30,207.875,500,2.3,0,1212,-28.4875,153.3875
28,East Coast (South),East Coast (South),720,30,193.224,500,3.6,2.3561945,1311,-34.4125,150.7125
29,East Coast (South),East Coast (South),720,30,187.712,500,2.3,2.3561945,1208,-28.4125,153.4625
30,East Coast (South),East Coast (South),720,30,187.371,500,2.3,2.3561945,2442,-34.3375,150.7875
31,East Coast (South),East Coast (South),720,30,317.93,1000,2.3,0,3119,-28.3875,153.5125
32,East Coast (South),East Coast (South),720,30,236,1000,2.3,2.3561945,473,-28.7875,153.3625
33,East Coast (South),East Coast (South),720,30,217.2,1000,2.3,0,131,-28.2875,153.2625
34,East Coast (South),East Coast (South),720,30,197.95,1000,1.5,2.3561945,2638,-28.3875,153.4125
35,East Coast (South),East Coast (South),720,30,174.63,1000,3.6,0.7853982,1311,-34.4875,150.6125
36,East Coast (South),East Coast (South),720,30,175.36,1000,2.3,2.3561945,1447,-28.2875,153.3125
37,East Coast (South),East Coast (South),720,30,167.98,1000,2.3,0,1213,-28.3875,153.4125
38,East Coast (South),East Coast (South),720,30,172.53,1000,2.3,0.7853982,287,-28.3375,153.1625
39,East Coast (South),East Coast (South),720,30,163.4,1000,3.6,2.3561945,181,-34.5375,150.4125
40,East Coast (South),East Coast (South),720,30,161.54,1000,3.6,2.3561945,559,-34.4875,150.4125
41,East Coast (South),East Coast (South),720,30,237.88,2500,2.3,0.7853982,2066,-30.5875,152.8125
42,East Coast (South),East Coast (South),720,30,234.69,2500,2.3,0,3119,-28.4375,153.4625
43,East Coast (South),East Coast (South),720,30,207.01,2500,2.3,0,473,-28.8375,153.3125
44,East Coast (South),East Coast (South),720,30,206.75,2500,1.5,0,1929,-28.6875,153.4125
45,East Coast (South),East Coast (South),720,30,172.71,2500,2.3,0,2638,-28.5375,153.4625
46,East Coast (South),East Coast (South),720,30,158.54,2500,1.5,0.7853982,564,-34.5875,150.4625
47,East Coast (South),East Coast (South),720,30,149.4,2500,1.5,1.5707963,772,-31.8875,152.2125
48,East Coast (South),East Coast (South),720,30,143.86,2500,3.6,0,3506,-30.4375,152.7625
49,East Coast (South),East Coast (South),720,30,141.88,2500,1.5,1.5707963,2688,-30.0875,152.5125
50,East Coast (South),East Coast (South),720,30,140.11,2500,1.5,0,2966,-28.5875,153.2125
51,East Coast (South),East Coast (South),720,30,184.75,5000,3.6,0,3118,-28.2875,153.4125
52,East Coast (South),East Coast (South),720,30,178.04,5000,3.6,0,473,-28.9875,153.2125
53,East Coast (South),East Coast (South),720,30,167.7,5000,1.5,0.7853982,2067,-30.6875,152.6125
54,East Coast (South),East Coast (South),720,30,157.44,5000,3.6,0,627,-28.2875,153.3125
55,East Coast (South),East Coast (South),720,30,147.05,5000,1.5,0.7853982,633,-28.9875,153.2125
56,East Coast (South),East Coast (South),720,30,147.09,5000,3.6,0,1928,-28.6875,153.4125
57,East Coast (South),East Coast (South),720,30,147.03,5000,1.5,1.5707963,3314,-32.3875,151.9125
58,East Coast (South),East Coast (South),720,30,145.95,5000,2.3,0,2639,-28.6875,153.3125
59,East Coast (South),East Coast (South),720,30,144.79,5000,3.6,0,3510,-30.1875,153.0125
60,East Coast (South),East Coast (South),720,30,139.95,5000,1.5,0,180,-34.5875,150.5125
61,East Coast (South),East Coast (South),720,30,152.09,10000,2.3,0,473,-29.0875,153.2125
62,East Coast (South),East Coast (South),720,30,134.78,10000,2.3,0.7853982,2067,-30.6875,152.6125
63,East Coast (South),East Coast (South),720,30,139.84,10000,2.3,0,3118,-28.3875,153.3125
64,East Coast (South),East Coast (South),720,30,127.91,10000,3.6,0,627,-28.5875,153.2125
65,East Coast (South),East Coast (South),720,30,123.49,10000,1.5,0,558,-34.2875,150.4125
66,East Coast (South),East Coast (South),720,30,122.6,10000,1.5,0.7853982,771,-31.8875,152.2125
67,East Coast (South),East Coast (South),720,30,117.37,10000,2.3,0.7853982,3508,-30.7875,152.5125
68,East Coast (South),East Coast (South),720,30,117.97,10000,2.3,1.5707963,3314,-32.2875,151.7125
69,East Coast (South),East Coast (South),720,30,122.24,10000,2.3,0.7853982,633,-29.1875,153.1125
70,East Coast (South),East Coast (South),720,30,111.65,10000,1.5,1.5707963,2639,-28.5875,152.9125
71,East Coast (South),East Coast (South),720,30,108.26,20000,2.3,0,474,-29.6125,152.8875
72,East Coast (South),East Coast (South),720,30,88.82,20000,1.5,0.7853982,562,-34.4875,150.2625
73,East Coast (South),East Coast (South),720,30,88.45,20000,2.3,1.5707963,182,-34.7375,149.6375
74,East Coast (South),East Coast (South),720,30,79.19,20000,1.5,0,781,-34.3625,150.1375
75,East Coast (South),East Coast (South),720,30,78.85,20000,1.5,1.5707963,3400,-28.4875,152.5125
76,East Coast (South),East Coast (South),720,30,77.88,20000,1.5,0,3114,-28.8625,153.0125
77,East Coast (South),East Coast (South),720,30,77.15,20000,1.5,0,2636,-28.9875,153.0125
78,East Coast (South),East Coast (South),720,30,75.24,20000,3.6,1.5707963,3313,-32.3625,151.1375
79,East Coast (South),East Coast (South),720,30,73.81,20000,2.3,1.5707963,3507,-30.8625,152.0125
80,East Coast (South),East Coast (South),720,30,67.1,20000,1.5,0,1967,-34.3625,150.3875
81,East Coast (South),East Coast (South),720,30,79.64,40000,1.5,1.5707963,182,-34.6125,149.5125
82,East Coast (South),East Coast (South),720,30,62.16,40000,3.6,0.7853982,779,-32.9875,151.1375
83,East Coast (South),East Coast (South),720,30,63.45,40000,2.3,0,562,-34.4875,150.2625
84,East Coast (South),East Coast (South),720,30,49,40000,1.5,0.7853982,1313,-34.4875,150.1375
85,East Coast (South),East Coast (South),720,30,52.1,40000,3.6,1.5707963,3315,-32.3625,150.5125
86,East Coast (South),East Coast (South),720,30,48.57,40000,1.5,0.7853982,1033,-34.4875,150.0125
87,East Coast (South),East Coast (North),720,30,86.77,40000,1.5,2.3561945,1984,-25.2375,151.6375
88,East Coast (South),East Coast (North),720,30,79.37,40000,1.5,0,2966,-27.8625,152.7625
89,East Coast (South),East Coast (North),720,30,73.27,40000,1.5,0,1737,-26.8625,152.3875
90,East Coast (South),East Coast (North),720,30,71.13,40000,1.5,2.3561945,1977,-26.4875,152.1375
91,East Coast (South),East Coast (South),1080,60,360.909,100,3.6,2.3561945,1701,-34.4375,150.7875
92,East Coast (South),East Coast (South),1080,60,348.666,100,1.5,0,1070,-34.3875,150.7875
93,East Coast (South),East Coast (South),1080,60,297.853,100,3.6,0.7853982,1211,-28.5125,153.3375
94,East Coast (South),East Coast (South),1080,60,293.528,100,1.5,1.5707963,1230,-34.2625,150.7625
95,East Coast (South),East Coast (South),1080,60,293.316,100,1.5,1.5707963,1187,-33.8625,151.2125
96,East Coast (South),East Coast (South),1080,60,290.287,100,3.6,0.7853982,2633,-28.3875,153.3375
97,East Coast (South),East Coast (South),1080,60,262.794,100,1.5,2.3561945,1762,-34.3625,150.8125
98,East Coast (South),East Coast (South),1080,60,258.374,100,1.5,0,1311,-34.5625,150.5875
99,East Coast (South),East Coast (South),1080,60,247.443,100,1.5,2.3561945,3114,-28.5375,153.3375
100,East Coast (South),East Coast (South),1080,60,237.602,100,1.5,1.5707963,1205,-28.5125,153.3375
101,East Coast (South),East Coast (South),1080,60,379.087,200,2.3,2.3561945,1701,-34.4625,150.7375
102,East Coast (South),East Coast (South),1080,60,347.408,200,2.3,0,468,-28.5875,153.2375
103,East Coast (South),East Coast (South),1080,60,290.033,200,2.3,0,1211,-28.5125,153.3875
104,East Coast (South),East Coast (South),1080,60,289.996,200,2.3,0.7853982,2633,-28.3375,153.3125
105,East Coast (South),East Coast (South),1080,60,288.226,200,2.3,0,441,-28.3375,153.2875
106,East Coast (South),East Coast (South),1080,60,283.512,200,2.3,1.5707963,1186,-33.8375,151.1875
107,East Coast (South),East Coast (South),1080,60,280.967,200,2.3,2.3561945,1070,-34.3375,150.8125
108,East Coast (South),East Coast (South),1080,60,276.93,200,2.3,2.3561945,2434,-34.3125,150.8125
109,East Coast (South),East Coast (South),1080,60,267.862,200,1.5,0,625,-28.2375,153.2875
110,East Coast (South),East Coast (South),1080,60,262.997,200,1.5,1.5707963,1230,-34.2625,150.7625
111,East Coast (South),East Coast (South),1080,60,330.395,500,1.5,1.5707963,1701,-34.5375,150.6375
112,East Coast (South),East Coast (South),1080,60,312.306,500,2.3,2.3561945,129,-28.2625,153.1875
113,East Coast (South),East Coast (South),1080,60,305.505,500,2.3,0.7853982,440,-28.2625,153.2875
114,East Coast (South),East Coast (South),1080,60,281.91,500,2.3,0.7853982,2633,-28.3375,153.3375
115,East Coast (South),East Coast (South),1080,60,256.821,500,2.3,2.3561945,625,-28.2625,153.3125
116,East Coast (South),East Coast (South),1080,60,256.768,500,2.3,0,1211,-28.4875,153.3875
117,East Coast (South),East Coast (South),1080,60,242.929,500,1.5,1.5707963,1186,-33.8625,151.1625
118,East Coast (South),East Coast (South),1080,60,237.066,500,2.3,2.3561945,2435,-34.3375,150.7875
119,East Coast (South),East Coast (South),1080,60,234.613,500,1.5,2.3561945,1230,-34.2875,150.7375
120,East Coast (South),East Coast (South),1080,60,233.118,500,2.3,2.3561945,1206,-28.4375,153.4375
121,East Coast (South),East Coast (South),1080,60,314.03,1000,1.5,2.3561945,468,-28.5875,153.2125
122,East Coast (South),East Coast (South),1080,60,259.12,1000,1.5,2.3561945,2632,-28.3375,153.3625
123,East Coast (South),East Coast (South),1080,60,225.76,1000,3.6,2.3561945,560,-34.4875,150.4125
124,East Coast (South),East Coast (South),1080,60,219.24,1000,2.3,0,308,-28.2875,153.2625
125,East Coast (South),East Coast (South),1080,60,214.01,1000,3.6,0,536,-34.3875,150.8125
126,East Coast (South),East Coast (South),1080,60,208.22,1000,3.6,2.3561945,1701,-34.4875,150.5625
127,East Coast (South),East Coast (South),1080,60,209.41,1000,1.5,0.7853982,1210,-28.3875,153.4125
128,East Coast (South),East Coast (South),1080,60,206.37,1000,2.3,0,745,-28.3375,153.4125
129,East Coast (South),East Coast (South),1080,60,211.64,1000,2.3,2.3561945,121,-28.3375,153.3625
130,East Coast (South),East Coast (South),1080,60,203.06,1000,2.3,1.5707963,2962,-28.3375,153.3625
131,East Coast (South),East Coast (South),1080,60,310.17,2500,2.3,0,3115,-28.5375,153.4625
132,East Coast (South),East Coast (South),1080,60,298.33,2500,1.5,2.3561945,470,-28.7375,153.2625
133,East Coast (South),East Coast (South),1080,60,224.12,2500,1.5,0.7853982,3190,-28.7875,153.3625
134,East Coast (South),East Coast (South),1080,60,209.27,2500,2.3,0.7853982,3505,-30.5875,152.8125
135,East Coast (South),East Coast (South),1080,60,195.61,2500,1.5,0,536,-34.4375,150.7625
136,East Coast (South),East Coast (South),1080,60,191.26,2500,2.3,1.5707963,767,-31.6875,152.2625
137,East Coast (South),East Coast (South),1080,60,191.61,2500,2.3,2.3561945,556,-34.3875,150.4125
138,East Coast (South),East Coast (South),1080,60,188.38,2500,3.6,0,2630,-28.5875,153.2125
139,East Coast (South),East Coast (South),1080,60,185.42,2500,1.5,2.3561945,1702,-34.4875,150.5625
140,East Coast (South),East Coast (South),1080,60,180.97,2500,3.6,1.5707963,1189,-33.7875,150.7625
141,East Coast (South),East Coast (South),1080,60,256.02,5000,3.6,0,470,-28.8875,153.2125
142,East Coast (South),East Coast (South),1080,60,242.7,5000,3.6,0,3115,-28.3875,153.4125
143,East Coast (South),East Coast (South),1080,60,195.63,5000,2.3,0.7853982,633,-29.0875,153.2125
144,East Coast (South),East Coast (South),1080,60,189.53,5000,3.6,0,558,-34.3875,150.4125
145,East Coast (South),East Coast (South),1080,60,184.97,5000,1.5,0,179,-34.5875,150.5125
146,East Coast (South),East Coast (South),1080,60,181.12,5000,1.5,2.3561945,2636,-28.5875,153.2125
147,East Coast (South),East Coast (South),1080,60,177.9,5000,2.3,0,621,-28.3875,153.2125
148,East Coast (South),East Coast (South),1080,60,174.14,5000,1.5,0.7853982,771,-31.8875,152.1125
149,East Coast (South),East Coast (South),1080,60,173.24,5000,3.6,0.7853982,3504,-30.7875,152.6125
150,East Coast (South),East Coast (South),1080,60,160.57,5000,1.5,1.5707963,1189,-33.7875,150.8125
151,East Coast (South),East Coast (South),1080,60,210.82,10000,3.6,0,470,-29.1875,153.1125
152,East Coast (South),East Coast (South),1080,60,193.38,10000,2.3,0,3115,-28.4875,153.3125
153,East Coast (South),East Coast (South),1080,60,174.94,10000,2.3,0,558,-34.3875,150.4125
154,East Coast (South),East Coast (South),1080,60,161.41,10000,2.3,0.7853982,2065,-30.7875,152.5125
155,East Coast (South),East Coast (South),1080,60,163.14,10000,3.6,0,623,-28.6875,153.1125
156,East Coast (South),East Coast (South),1080,60,158.88,10000,1.5,0.7853982,771,-31.8875,152.1125
157,East Coast (South),East Coast (South),1080,60,154.91,10000,2.3,0.7853982,3505,-30.7875,152.5125
158,East Coast (South),East Coast (South),1080,60,158.5,10000,2.3,0.7853982,633,-29.1875,153.1125
159,East Coast (South),East Coast (South),1080,60,138.49,10000,1.5,0.7853982,177,-34.1875,150.6125
160,East Coast (South),East Coast (South),1080,60,130.28,10000,1.5,1.5707963,1189,-33.8875,150.6125
161,East Coast (South),East Coast (South),1080,60,156.3,20000,2.3,0,470,-28.9875,153.0125
162,East Coast (South),East Coast (South),1080,60,119.69,20000,1.5,0.7853982,559,-34.4875,150.2625
163,East Coast (South),East Coast (South),1080,60,111.55,20000,2.3,0.7853982,771,-31.9875,152.0125
164,East Coast (South),East Coast (South),1080,60,111.25,20000,1.5,0,3114,-28.7375,153.0125
165,East Coast (South),East Coast (South),1080,60,109.75,20000,2.3,0,3505,-30.7375,152.6375
166,East Coast (South),East Coast (South),1080,60,106.24,20000,1.5,0,179,-34.3625,150.2625
167,East Coast (South),East Coast (South),1080,60,104.71,20000,2.3,0,2038,-29.6125,152.7625
168,East Coast (South),East Coast (South),1080,60,97.15,20000,3.6,0,1744,-28.8625,153.0125
169,East Coast (South),East Coast (South),1080,60,94.12,20000,1.5,0,2632,-28.8625,153.0125
170,East Coast (South),East Coast (South),1080,60,93.27,20000,3.6,0.7853982,669,-33.2375,151.1375
171,East Coast (South),East Coast (South),1080,60,90.88,40000,3.6,0.7853982,774,-32.9875,151.1375
172,East Coast (South),East Coast (South),1080,60,88.39,40000,3.6,0,438,-29.2375,152.8875
173,East Coast (South),East Coast (South),1080,60,69.04,40000,3.6,2.3561945,2038,-28.6125,152.0125
174,East Coast (South),East Coast (South),1080,60,69.06,40000,1.5,0,1964,-34.3625,150.2625
175,East Coast (South),East Coast (South),1080,60,65.98,40000,1.5,2.3561945,2689,-29.8625,152.0125
176,East Coast (South),East Coast (South),1080,60,67.27,40000,1.5,1.5707963,3399,-28.4875,152.2625
177,East Coast (South),East Coast (South),1080,60,61.98,40000,1.5,0.7853982,1310,-34.2375,150.2625
178,East Coast (South),East Coast (South),1080,60,62.04,40000,1.5,2.3561945,2801,-31.7375,151.3875
179,East Coast (South),East Coast (South),1080,60,64.78,40000,1.5,0,2256,-34.3625,150.2625
180,East Coast (South),East Coast (South),1080,60,64.64,40000,1.5,0,1524,-34.3625,150.1375
181,East Coast (South),East Coast (South),1440,60,405.212,100,3.6,2.3561945,1695,-34.4375,150.7875
182,East Coast (South),East Coast (South),1440,60,337.124,100,1.5,2.3561945,1761,-34.3625,150.8125
183,East Coast (South),East Coast (South),1440,60,327.451,100,3.6,0.7853982,2625,-28.3875,153.3375
184,East Coast (South),East Coast (South),1440,60,321.786,100,1.5,2.3561945,3107,-28.5375,153.3375
185,East Coast (South),East Coast (South),1440,60,302.016,100,1.5,0,1311,-34.5625,150.5875
186,East Coast (South),East Coast (South),1440,60,270.51,100,1.5,1.5707963,1202,-28.5125,153.3375
187,East Coast (South),East Coast (South),1440,60,265.673,100,1.5,2.3561945,1024,-34.5625,150.6125
188,East Coast (South),East Coast (South),1440,60,252.677,100,1.5,1.5707963,3316,-33.3125,151.2625
189,East Coast (South),East Coast (South),1440,60,247.699,100,1.5,1.5707963,3349,-30.2875,153.0125
190,East Coast (South),East Coast (South),1440,60,243.33,100,1.5,1.5707963,1444,-33.3625,151.3625
191,East Coast (South),East Coast (South),1440,60,418.89,200,2.3,2.3561945,1696,-34.4625,150.7375
192,East Coast (South),East Coast (South),1440,60,394.68,200,2.3,0.7853982,466,-28.5875,153.2375
193,East Coast (South),East Coast (South),1440,60,344.677,200,2.3,0,436,-28.3375,153.2875
194,East Coast (South),East Coast (South),1440,60,333.278,200,2.3,0,2629,-28.2875,153.2875
195,East Coast (South),East Coast (South),1440,60,304.468,200,2.3,2.3561945,1761,-34.3375,150.8125
196,East Coast (South),East Coast (South),1440,60,288.59,200,1.5,0,1311,-34.5375,150.5875
197,East Coast (South),East Coast (South),1440,60,259.612,200,1.5,0,1760,-33.4375,151.2875
198,East Coast (South),East Coast (South),1440,60,256.528,200,2.3,0,361,-28.2375,153.2875
199,East Coast (South),East Coast (South),1440,60,243.46,200,2.3,0,3316,-33.2625,151.2625
200,East Coast (South),East Coast (South),1440,60,230.186,200,2.3,0.7853982,1024,-34.5375,150.5375
201,East Coast (South),East Coast (South),1440,60,371.338,500,1.5,0.7853982,434,-28.2625,153.2625
202,East Coast (South),East Coast (South),1440,60,364.856,500,1.5,1.5707963,1697,-34.5375,150.6375
203,East Coast (South),East Coast (South),1440,60,354.105,500,2.3,2.3561945,125,-28.2625,153.1875
204,East Coast (South),East Coast (South),1440,60,320.195,500,2.3,0.7853982,2625,-28.3375,153.3375
205,East Coast (South),East Coast (South),1440,60,275.839,500,2.3,0,746,-28.3375,153.3875
206,East Coast (South),East Coast (South),1440,60,274.819,500,3.6,2.3561945,2683,-30.3125,152.5125
207,East Coast (South),East Coast (South),1440,60,270.601,500,3.6,2.3561945,1310,-34.4125,150.6875
208,East Coast (South),East Coast (South),1440,60,267.169,500,1.5,1.5707963,1180,-33.8625,151.1625
209,East Coast (South),East Coast (South),1440,60,262.381,500,2.3,2.3561945,1203,-28.4375,153.4375
210,East Coast (South),East Coast (South),1440,60,257.281,500,2.3,0,485,-28.7125,153.4625
211,East Coast (South),East Coast (South),1440,60,423.95,1000,2.3,2.356194,465,-28.7875,153.3625
212,East Coast (South),East Coast (South),1440,60,320.44,1000,2.3,0,119,-28.2875,153.2625
213,East Coast (South),East Coast (South),1440,60,290.65,1000,1.5,2.356194,2624,-28.3375,153.3625
214,East Coast (South),East Coast (South),1440,60,262.42,1000,3.6,2.356194,556,-34.4875,150.4125
215,East Coast (South),East Coast (South),1440,60,252.92,1000,2.3,0,746,-28.3375,153.4125
216,East Coast (South),East Coast (South),1440,60,255.66,1000,2.3,2.356194,2685,-30.3375,152.3625
217,East Coast (South),East Coast (South),1440,60,247.45,1000,2.3,0,484,-28.7375,153.4625
218,East Coast (South),East Coast (South),1440,60,241.64,1000,3.6,2.356194,1697,-34.4875,150.5625
219,East Coast (South),East Coast (South),1440,60,243.09,1000,3.6,0,1204,-28.6875,153.4125
220,East Coast (South),East Coast (South),1440,60,226.59,1000,1.5,1.570796,1184,-33.7375,150.3625
221,East Coast (South),East Coast (South),1440,60,373.88,2500,2.3,0,3109,-28.5375,153.4625
222,East Coast (South),East Coast (South),1440,60,371.77,2500,1.5,2.3561945,465,-28.7375,153.2625
223,East Coast (South),East Coast (South),1440,60,256.73,2500,1.5,2.3561945,556,-34.4375,150.4625
224,East Coast (South),East Coast (South),1440,60,248.35,2500,1.5,0.7853982,2634,-28.4375,153.2125
225,East Coast (South),East Coast (South),1440,60,247.32,2500,1.5,0.7853982,3188,-28.7875,153.3625
226,East Coast (South),East Coast (South),1440,60,241.28,2500,1.5,0,3503,-30.5375,152.8625
227,East Coast (South),East Coast (South),1440,60,221.44,2500,2.3,2.3561945,2684,-30.3375,152.3625
228,East Coast (South),East Coast (South),1440,60,220.23,2500,1.5,2.3561945,1697,-34.4875,150.5625
229,East Coast (South),East Coast (South),1440,60,213.49,2500,2.3,0,1204,-28.7875,153.3625
230,East Coast (South),East Coast (South),1440,60,211.16,2500,2.3,0.7853982,1186,-34.0875,150.9125
231,East Coast (South),East Coast (South),1440,60,312.39,5000,3.6,0,466,-28.9875,153.2125
232,East Coast (South),East Coast (South),1440,60,267.92,5000,3.6,0,3113,-28.3875,153.4125
233,East Coast (South),East Coast (South),1440,60,234.42,5000,1.5,0,2064,-30.5875,152.8125
234,East Coast (South),East Coast (South),1440,60,228.77,5000,2.3,0.7853982,632,-29.0875,153.2125
235,East Coast (South),East Coast (South),1440,60,216.95,5000,1.5,0.7853982,2684,-30.2875,152.4125
236,East Coast (South),East Coast (South),1440,60,215.67,5000,2.3,0,621,-28.3875,153.2125
237,East Coast (South),East Coast (South),1440,60,211.98,5000,3.6,0,552,-34.3875,150.4125
238,East Coast (South),East Coast (South),1440,60,204.54,5000,2.3,0.7853982,766,-31.8875,152.1125
239,East Coast (South),East Coast (South),1440,60,193.71,5000,3.6,2.3561945,1739,-28.3875,153.0125
240,East Coast (South),East Coast (South),1440,60,207.46,5000,1.5,2.3561945,2636,-28.5875,153.2125
241,East Coast (South),East Coast (South),1440,60,270.2,10000,2.3,0,466,-29.0875,153.2125
242,East Coast (South),East Coast (South),1440,60,213.79,10000,2.3,0,555,-34.3875,150.4125
243,East Coast (South),East Coast (South),1440,60,195.21,10000,2.3,0,10,-29.7875,152.6125
244,East Coast (South),East Coast (South),1440,60,190,10000,1.5,0.7853982,771,-31.8875,152.1125
245,East Coast (South),East Coast (South),1440,60,182.86,10000,3.6,0,621,-28.6875,153.1125
246,East Coast (South),East Coast (South),1440,60,187.71,10000,2.3,0.7853982,632,-29.1875,153.1125
247,East Coast (South),East Coast (South),1440,60,186.09,10000,2.3,0.7853982,3108,-28.8875,153.1125
248,East Coast (South),East Coast (South),1440,60,167.28,10000,2.3,0.7853982,2686,-30.2875,152.4125
249,East Coast (South),East Coast (South),1440,60,167.65,10000,2.3,0.7853982,3314,-32.6875,151.6125
250,East Coast (South),East Coast (South),1440,60,157.08,10000,2.3,0,2039,-29.6875,152.9125
251,East Coast (South),East Coast (South),1440,60,192.12,20000,3.6,0,470,-28.9875,153.0125
252,East Coast (South),East Coast (South),1440,60,144.88,20000,1.5,0.7853982,554,-34.4875,150.2625
253,East Coast (South),East Coast (South),1440,60,132.53,20000,3.6,0,1739,-28.7375,153.0125
254,East Coast (South),East Coast (South),1440,60,129.99,20000,1.5,0.7853982,781,-34.6125,150.0125
255,East Coast (South),East Coast (South),1440,60,128.16,20000,2.3,0,3105,-28.8625,153.0125
256,East Coast (South),East Coast (South),1440,60,123.68,20000,2.3,0,2036,-29.6125,152.7625
257,East Coast (South),East Coast (South),1440,60,116.79,20000,2.3,0,2683,-29.4875,152.6375
258,East Coast (South),East Coast (South),1440,60,111.83,20000,2.3,0.7853982,3315,-32.3625,151.7625
259,East Coast (South),East Coast (South),1440,60,106.22,20000,2.3,0,3397,-28.8625,152.8875
260,East Coast (South),East Coast (South),1440,60,106.05,20000,2.3,0,1201,-28.8625,153.0125
261,East Coast (South),East Coast (South),1440,60,118.07,40000,3.6,0.7853982,773,-32.9875,151.1375
262,East Coast (South),East Coast (South),1440,60,102.85,40000,2.3,0,554,-34.1125,150.3875
263,East Coast (South),East Coast (South),1440,60,85.05,40000,3.6,2.3561945,2034,-28.6125,152.0125
264,East Coast (South),East Coast (South),1440,60,82.25,40000,1.5,0,1522,-34.3625,150.1375
265,East Coast (South),East Coast (South),1440,60,79.65,40000,1.5,2.3561945,3315,-32.2375,150.8875
266,East Coast (South),East Coast (South),1440,60,77.85,40000,1.5,0.7853982,1188,-34.2375,150.3875
267,East Coast (South),East Coast (South),1440,60,76.94,40000,1.5,2.3561945,2153,-34.7375,149.6375
268,East Coast (South),East Coast (South),1440,60,74.22,40000,1.5,0.7853982,1310,-34.2375,150.2625
269,East Coast (South),East Coast (South),1440,60,73.62,40000,1.5,2.3561945,2801,-31.7375,151.3875
270,East Coast (South),East Coast (South),1440,60,76.79,40000,1.5,1.5707963,2687,-30.2375,152.0125
271,East Coast (South),East Coast (South),2160,120,424.649,100,1.5,2.356194,1758,-34.3625,150.8125
272,East Coast (South),East Coast (South),2160,120,404.405,100,3.6,2.356194,2631,-28.3875,153.2375
273,East Coast (South),East Coast (South),2160,120,401.994,100,1.5,2.356194,3104,-28.5375,153.3375
274,East Coast (South),East Coast (South),2160,120,394.658,100,3.6,2.356194,1182,-34.2125,150.8125
