Event ID,Region,Region (source),Burst Duration (min),Burst Loading,Original Burst Depth (mm),AEP Window,AEP (source) (%),Burst Start Date,Burst End Date,DB Event Reference No.,DB Pluviograph Reference No.,Offical Gauge,Lat,Long
4380,East Coast (South),East Coast (South),10,1,15.5,frequent,14.4679,3/25/2009 17:45,3/25/2009 17:50,113650,1828,qcd_563064_233,-32.2375,150.6306
4382,East Coast (South),East Coast (South),10,1,18.8,frequent,14.4924,12/28/1999 17:05,12/28/1999 17:10,39777,517,qcd_061250,-32.6296,151.5919
4384,East Coast (South),East Coast (South),10,1,16.8,frequent,14.5144,2/4/2005 9:30,2/4/2005 9:35,42925,556,qcd_068102,-34.4869,150.4019
4385,East Coast (South),East Coast (South),10,2,18.5,frequent,15.6473,3/27/1999 22:30,3/27/1999 22:35,114063,1835,qcd_563079_231,-33.7944,150.5083
4386,East Coast (South),East Coast (South),10,2,11,frequent,47.6798,4/28/1993 14:05,4/28/1993 14:10,113366,1824,qcd_563056_231,-34.0333,150.2153
4387,East Coast (South),East Coast (South),10,2,10,frequent,52.1369,5/3/2007 9:35,5/3/2007 9:40,112822,1817,qcd_563048_231,-33.4333,150.05
4388,East Coast (South),East Coast (South),10,2,10,frequent,61.856,12/26/1993 13:45,12/26/1993 13:50,120789,1949,qcd_568168_233,-34.1235,150.7384
4389,East Coast (South),East Coast (South),10,3,22.6,frequent,14.4213,11/26/2001 19:10,11/26/2001 19:15,61080,960,qcd_203010_77,-28.7365,153.164
4390,East Coast (South),East Coast (South),10,3,18.5,frequent,14.4226,12/14/1998 17:00,12/14/1998 17:05,62833,1000,qcd_213005_77,-33.7982,150.9825
4391,East Coast (South),East Coast (South),10,3,18.41,frequent,40.3161,3/7/1973 14:30,3/7/1973 14:35,12454,493,qcd_059067,-30.3439,152.7128
4369,East Coast (South),East Coast (South),10,1,21.44,intermediate,14.4035,12/21/1979 19:35,12/21/1979 19:40,36083,476,qcd_058026,-28.4414,152.8296
4370,East Coast (South),East Coast (South),10,1,29,intermediate,4.6567,12/10/2008 15:50,12/10/2008 15:55,38062,497,qcd_060085,-31.3865,152.2482
4372,East Coast (South),East Coast (South),10,1,18.2,intermediate,10.8076,12/5/2003 13:55,12/5/2003 14:00,39020,506,qcd_061158,-32.5067,151.3779
4373,East Coast (South),East Coast (South),10,2,20.6,intermediate,7.5877,7/1/2010 12:55,7/1/2010 13:00,35740,471,qcd_057104,-31.2739,151.9655
4374,East Coast (South),East Coast (South),10,2,24,intermediate,4.9848,12/6/1994 13:30,12/6/1994 13:35,114850,1847,qcd_566037_233,-33.8085,151.0907
4375,East Coast (South),East Coast (South),10,3,26.51,intermediate,5.4868,1/31/1966 15:40,1/31/1966 15:45,36685,484,qcd_058116,-28.45,153
4376,East Coast (South),East Coast (South),10,3,22.91,intermediate,12.4842,3/15/1955 4:40,3/15/1955 4:45,38474,502,qcd_061078,-32.7932,151.8359
4377,East Coast (South),East Coast (South),10,3,21.69,intermediate,5.3205,12/5/1959 14:50,12/5/1959 14:55,39674,516,qcd_061240,-32.9667,151.1333
4378,East Coast (South),East Coast (South),10,1,22,intermediate,7.2234,2/26/2008 16:25,2/26/2008 16:30,117210,1888,qcd_567108_231,-33.3846,150.9867
4379,East Coast (South),East Coast (South),10,1,23.58,intermediate,5.0066,1/29/1980 14:05,1/29/1980 14:10,39134,508,qcd_061174,-32.9,151.2667
4354,East Coast (South),East Coast (South),10,1,35.5,rare,0.3639,12/14/1986 23:20,12/14/1986 23:25,114277,1840,qcd_566018_233,-34.0308,151.1643
4355,East Coast (South),East Coast (South),10,1,38.48,rare,0.1482,3/8/2003 18:40,3/8/2003 18:45,112071,1809,qcd_563036_231,-34.1394,150.3106
4356,East Coast (South),East Coast (South),10,1,56.5,rare,0.1649,6/15/1997 19:35,6/15/1997 19:40,134779,2150,qcd_bateaubay_58,-33.3817,151.4767
4357,East Coast (South),East Coast (South),10,3,26.36,rare,0.9998,2/19/2007 15:50,2/19/2007 15:55,120662,1946,qcd_568163_231,-34.4261,150.1903
4361,East Coast (South),East Coast (South),10,3,28.89,rare,2.4427,2/11/1997 20:40,2/11/1997 20:45,35314,465,qcd_056202,-28.9776,152.1552
4363,East Coast (South),East Coast (South),10,1,27.5,rare,1.0386,10/5/2009 15:15,10/5/2009 15:20,117584,1897,qcd_567154_233,-33.8946,150.9459
4364,East Coast (South),East Coast (South),10,3,24.4,rare,2.0146,3/18/1990 16:00,3/18/1990 16:05,42415,547,qcd_066137,-33.9181,150.9864
4365,East Coast (South),East Coast (South),10,1,25.53,rare,2.3992,11/7/1969 18:10,11/7/1969 18:15,38997,506,qcd_061158,-32.5067,151.3779
4366,East Coast (South),East Coast (South),10,3,29.8,rare,1.5538,12/24/2004 13:35,12/24/2004 13:40,39314,512,qcd_061211,-33.3588,150.7058
4368,East Coast (South),East Coast (South),10,3,31,rare,2.0803,3/27/2008 16:20,3/27/2008 16:25,61326,965,qcd_204007_77,-29.5082,152.6832
4417,East Coast (South),East Coast (South),15,1,24.2,frequent,15.1426,11/29/2000 18:45,11/29/2000 18:55,35299,465,qcd_056202,-28.9776,152.1552
4418,East Coast (South),East Coast (South),15,1,20,frequent,17.7192,4/14/2009 19:00,4/14/2009 19:10,116404,1875,qcd_566155_233,-33.9587,150.9645
4419,East Coast (South),East Coast (South),15,1,15,frequent,17.8133,11/2/2004 17:45,11/2/2004 17:55,43994,571,qcd_070080,-34.4048,149.8197
4420,East Coast (South),East Coast (South),15,2,22.04,frequent,14.4274,1/31/1978 16:30,1/31/1978 16:40,39251,511,qcd_061209,-32.9597,150.675
4421,East Coast (South),East Coast (South),15,2,28,frequent,14.4292,12/21/1991 17:50,12/21/1991 18:00,116339,1873,qcd_566100_233,-33.808,151.3019
4422,East Coast (South),East Coast (South),15,2,22.12,frequent,14.4458,2/28/2007 12:20,2/28/2007 12:30,121174,1956,qcd_568183_231,-34.5756,150.5183
4423,East Coast (South),East Coast (South),15,2,23.5,frequent,14.5786,12/6/2007 7:10,12/6/2007 7:20,114345,1841,qcd_566020_233,-33.9005,151.0879
4424,East Coast (South),East Coast (South),15,2,21,frequent,14.6254,11/8/1999 14:50,11/8/1999 15:00,119756,1933,qcd_568130_233,-34.059,150.6809
4425,East Coast (South),East Coast (South),15,3,26,frequent,14.8113,11/11/1984 18:15,11/11/1984 18:25,115463,1855,qcd_566055_233,-33.7067,151.107
4426,East Coast (South),East Coast (South),15,3,26.15,frequent,15.7415,2/15/1984 12:55,2/15/1984 13:05,42048,543,qcd_066062,-33.8607,151.205
4381,East Coast (South),East Coast (South),15,1,20,intermediate,12.831,3/25/2009 17:45,3/25/2009 17:55,113650,1828,qcd_563064_233,-32.2375,150.6306
4408,East Coast (South),East Coast (South),15,1,26.5,intermediate,12.2861,2/15/1998 17:40,2/15/1998 17:50,117026,1885,qcd_567102_233,-33.6969,151.0277
4409,East Coast (South),East Coast (South),15,1,30,intermediate,9.975,12/4/2007 23:35,12/4/2007 23:45,61225,963,qcd_204001_77,-29.9793,152.725
4410,East Coast (South),East Coast (South),15,2,28.5,intermediate,3.9471,2/28/2007 13:50,2/28/2007 14:00,120264,1940,qcd_568147_233,-34.0996,150.6981
4411,East Coast (South),East Coast (South),15,2,35.22,intermediate,5.8797,12/5/1980 4:55,12/5/1980 5:05,39479,514,qcd_061223,-32.9131,151.75
4412,East Coast (South),East Coast (South),15,2,25,intermediate,9.3495,4/4/2004 14:35,4/4/2004 14:45,114700,1846,qcd_566036_233,-33.8893,151.0368
4413,East Coast (South),East Coast (South),15,2,38.58,intermediate,3.9998,12/22/1991 14:30,12/22/1991 14:40,38495,502,qcd_061078,-32.7932,151.8359
4414,East Coast (South),East Coast (South),15,2,23.47,intermediate,6.0127,2/24/1977 16:25,2/24/1977 16:35,40436,525,qcd_062005,-32.0051,149.9815
4415,East Coast (South),East Coast (South),15,3,22.36,intermediate,11.6619,3/21/1973 20:20,3/21/1973 20:30,39694,516,qcd_061240,-32.9667,151.1333
4416,East Coast (South),East Coast (South),15,3,33.5,intermediate,3.2636,2/17/1993 9:10,2/17/1993 9:20,115578,1857,qcd_566065_233,-33.8773,151.1673
4358,East Coast (South),East Coast (South),15,2,36.15,rare,0.4298,2/19/2007 15:45,2/19/2007 15:55,120662,1946,qcd_568163_231,-34.4261,150.1903
4392,East Coast (South),East Coast (South),15,1,34.5,rare,2.7085,4/21/1989 22:10,4/21/1989 22:20,115570,1857,qcd_566065_233,-33.8773,151.1673
4393,East Coast (South),East Coast (South),15,1,35,rare,1.9503,12/5/1989 3:40,12/5/1989 3:50,114882,1847,qcd_566037_233,-33.8085,151.0907
4396,East Coast (South),East Coast (South),15,1,40.5,rare,1.6461,1/6/1989 14:40,1/6/1989 14:50,114601,1845,qcd_566032_233,-33.887,151.2253
4397,East Coast (South),East Coast (South),15,2,50.5,rare,0.2955,1/21/1991 15:30,1/21/1991 15:40,117021,1885,qcd_567102_233,-33.6969,151.0277
4398,East Coast (South),East Coast (South),15,2,29.15,rare,1.9841,1/17/2007 14:40,1/17/2007 14:50,120661,1946,qcd_568163_231,-34.4261,150.1903
4400,East Coast (South),East Coast (South),15,2,32,rare,2.4768,2/24/2007 17:35,2/24/2007 17:45,120505,1943,qcd_568156_233,-34.0482,150.73
4401,East Coast (South),East Coast (South),15,2,32.75,rare,2.7058,11/27/1988 10:55,11/27/1988 11:05,112004,1808,qcd_563035_231,-33.9758,150.3811
4403,East Coast (South),East Coast (South),15,3,107.5,rare,0.0048,11/23/1996 20:35,11/23/1996 20:45,138481,2233,qcd_northbonvil_58,-30.3638,153.0055
4407,East Coast (South),East Coast (South),15,3,27.52,rare,2.5093,3/24/2008 14:55,3/24/2008 15:05,112382,1812,qcd_563041_231,-33.7686,150.1236
4445,East Coast (South),East Coast (South),20,1,30.5,frequent,14.5133,1/17/2001 22:15,1/17/2001 22:30,117769,1901,qcd_568004_231,-34.2872,150.7253
4446,East Coast (South),East Coast (South),20,1,32.85,frequent,14.7257,3/19/1978 22:45,3/19/1978 23:00,38101,497,qcd_060085,-31.3865,152.2482
4448,East Coast (South),East Coast (South),20,1,26.5,frequent,14.8119,2/28/1995 19:05,2/28/1995 19:20,116813,1882,qcd_567085_233,-33.608,150.7671
4449,East Coast (South),East Coast (South),20,2,30.5,frequent,14.4241,4/10/1998 11:50,4/10/1998 12:05,115990,1864,qcd_566085_233,-33.7629,151.1945
4450,East Coast (South),East Coast (South),20,2,23.35,frequent,14.4269,2/20/2005 13:50,2/20/2005 14:05,120704,1947,qcd_568165_231,-34.5369,150.3825
4451,East Coast (South),East Coast (South),20,2,24,frequent,14.4721,11/26/1988 13:15,11/26/1988 13:30,119753,1933,qcd_568130_233,-34.059,150.6809
4452,East Coast (South),East Coast (South),20,2,26.04,frequent,14.5324,1/2/1980 16:45,1/2/1980 17:00,35394,468,qcd_057091,-30.7167,151.8531
4453,East Coast (South),East Coast (South),20,2,31,frequent,14.5361,1/4/1987 16:05,1/4/1987 16:20,114620,1845,qcd_566032_233,-33.887,151.2253
4454,East Coast (South),East Coast (South),20,3,23,frequent,14.9591,12/5/1995 11:20,12/5/1995 11:35,113762,1831,qcd_563073_231,-33.6139,150.1561
4455,East Coast (South),East Coast (South),20,3,30.5,frequent,15.4448,9/1/2002 7:35,9/1/2002 7:50,134697,2148,qcd_avalon_58,-33.6408,151.3288
4383,East Coast (South),East Coast (South),20,1,30,intermediate,10.1606,12/28/1999 17:05,12/28/1999 17:20,39777,517,qcd_061250,-32.6296,151.5919
4434,East Coast (South),East Coast (South),20,1,38.5,intermediate,4.6924,12/29/2006 16:25,12/29/2006 16:40,115409,1854,qcd_566053_233,-33.6672,151.1047
4435,East Coast (South),East Coast (South),20,1,36,intermediate,14.0922,11/30/2005 15:25,11/30/2005 15:40,61631,973,qcd_205006_77,-30.6405,152.856
4436,East Coast (South),East Coast (South),20,2,24.21,intermediate,11.6266,10/27/1965 22:55,10/27/1965 23:10,39083,507,qcd_061171,-32.5167,150.9667
4437,East Coast (South),East Coast (South),20,2,28.54,intermediate,13.6735,2/10/1981 18:05,2/10/1981 18:20,38426,501,qcd_061029,-33.2333,151.2
4438,East Coast (South),East Coast (South),20,2,24.5,intermediate,11.8839,3/19/1985 14:55,3/19/1985 15:10,113402,1824,qcd_563056_231,-34.0333,150.2153
4439,East Coast (South),East Coast (South),20,2,30.57,intermediate,3.5787,2/15/1991 20:30,2/15/1991 20:45,40995,532,qcd_063039,-33.7122,150.3087
4440,East Coast (South),East Coast (South),20,2,38.48,intermediate,5.7957,2/6/1992 14:15,2/6/1992 14:30,37170,489,qcd_059000,-30.8141,152.5129
4441,East Coast (South),East Coast (South),20,3,27,intermediate,9.7177,8/5/1986 16:50,8/5/1986 17:05,116588,1877,qcd_567077_233,-33.8807,150.9504
4444,East Coast (South),East Coast (South),20,3,37.89,intermediate,10.2978,11/20/1979 20:05,11/20/1979 20:20,36292,478,qcd_058072,-28.6533,153.4542
4359,East Coast (South),East Coast (South),20,3,41.59,rare,0.3541,2/19/2007 15:40,2/19/2007 15:55,120662,1946,qcd_568163_231,-34.4261,150.1903
4367,East Coast (South),East Coast (South),20,2,45,rare,1.1259,12/24/2004 13:35,12/24/2004 13:50,39314,512,qcd_061211,-33.3588,150.7058
4371,East Coast (South),East Coast (South),20,1,47.2,rare,2.3539,12/10/2008 15:50,12/10/2008 16:05,38062,497,qcd_060085,-31.3865,152.2482
4399,East Coast (South),East Coast (South),20,2,34.37,rare,1.5391,1/17/2007 14:35,1/17/2007 14:50,120661,1946,qcd_568163_231,-34.4261,150.1903
4404,East Coast (South),East Coast (South),20,2,163,rare,0.0002,11/23/1996 20:30,11/23/1996 20:45,138481,2233,qcd_northbonvil_58,-30.3638,153.0055
4427,East Coast (South),East Coast (South),20,2,37.19,rare,2.2892,12/9/1998 18:30,12/9/1998 18:45,111571,1801,qcd_561104_231,-32.9777,150.5829
4428,East Coast (South),East Coast (South),20,2,36.66,rare,1.6471,3/31/1969 18:15,3/31/1969 18:30,42746,553,qcd_067035,-33.9272,150.9128
4429,East Coast (South),East Coast (South),20,2,65.43,rare,0.1171,11/8/1984 22:00,11/8/1984 22:15,42099,543,qcd_066062,-33.8607,151.205
4432,East Coast (South),East Coast (South),20,3,26.18,rare,1.8368,1/16/2006 10:45,1/16/2006 11:00,123044,1983,qcd_570350_231,-34.7506,149.6953
4433,East Coast (South),East Coast (South),20,2,38.5,rare,3.1017,2/21/1984 16:45,2/21/1984 17:00,116430,1876,qcd_567076_233,-33.7111,150.9842
4480,East Coast (South),East Coast (South),25,1,35.11,frequent,14.5614,2/5/1996 15:50,2/5/1996 16:10,38503,502,qcd_061078,-32.7932,151.8359
4481,East Coast (South),East Coast (South),25,1,27.19,frequent,15.2218,2/14/2001 15:55,2/14/2001 16:15,111682,1803,qcd_561107_231,-33.0288,150.8741
4483,East Coast (South),East Coast (South),25,1,20.44,frequent,15.2572,1/27/2006 15:30,1/27/2006 15:50,112994,1819,qcd_563050_231,-34.0839,149.9172
4485,East Coast (South),East Coast (South),25,2,27,frequent,14.4835,12/3/2003 18:15,12/3/2003 18:35,116642,1878,qcd_567078_233,-33.9827,150.9071
4486,East Coast (South),East Coast (South),25,2,26.5,frequent,14.4994,10/11/2008 15:20,10/11/2008 15:40,120349,1941,qcd_568149_233,-34.0292,150.6575
4487,East Coast (South),East Coast (South),25,2,28,frequent,14.6604,3/29/2002 15:50,3/29/2002 16:10,114188,1838,qcd_563082_231,-33.3766,150.6072
4488,East Coast (South),East Coast (South),25,2,31.18,frequent,14.7181,12/15/1970 15:10,12/15/1970 15:30,35384,466,qcd_057033,-30.5112,152.0427
4489,East Coast (South),East Coast (South),25,2,29,frequent,14.7598,2/17/1993 9:40,2/17/1993 10:00,116727,1880,qcd_567083_233,-33.8192,150.9127
4490,East Coast (South),East Coast (South),25,3,34.76,frequent,15.0494,2/2/1990 12:15,2/2/1990 12:35,39524,514,qcd_061223,-32.9131,151.75
4494,East Coast (South),East Coast (South),25,3,26.5,frequent,15.4218,10/24/1987 13:45,10/24/1987 14:05,120511,1943,qcd_568156_233,-34.0482,150.73
4447,East Coast (South),East Coast (South),25,1,37.17,intermediate,13.0798,3/19/1978 22:40,3/19/1978 23:00,38101,497,qcd_060085,-31.3865,152.2482
4468,East Coast (South),East Coast (South),25,1,40.4,intermediate,10.2032,1/19/2006 11:55,1/19/2006 12:15,36868,486,qcd_058131,-28.8521,153.4556
4470,East Coast (South),East Coast (South),25,1,36,intermediate,8.1516,11/29/2002 15:45,11/29/2002 16:05,116009,1865,qcd_566087_233,-33.8226,151.1294
4471,East Coast (South),East Coast (South),25,2,32.5,intermediate,10.877,3/2/1995 22:30,3/2/1995 22:50,117427,1893,qcd_567147_233,-33.7437,150.9924
4472,East Coast (South),East Coast (South),25,2,41.8,intermediate,8.5722,6/3/2010 6:00,6/3/2010 6:20,36857,486,qcd_058131,-28.8521,153.4556
4473,East Coast (South),East Coast (South),25,2,40.5,intermediate,3.5613,2/5/2010 18:55,2/5/2010 19:15,117648,1898,qcd_567163_233,-33.7745,150.6716
4474,East Coast (South),East Coast (South),25,2,38.82,intermediate,12.3554,1/23/1989 12:05,1/23/1989 12:25,36849,486,qcd_058131,-28.8521,153.4556
4476,East Coast (South),East Coast (South),25,2,30.59,intermediate,8.532,3/28/1969 18:25,3/28/1969 18:45,39004,506,qcd_061158,-32.5067,151.3779
4477,East Coast (South),East Coast (South),25,3,27.09,intermediate,9.0362,1/21/1988 16:45,1/21/1988 17:05,39436,513,qcd_061212,-32.3767,150.96
4479,East Coast (South),East Coast (South),25,3,33,intermediate,10.7451,10/31/2005 17:25,10/31/2005 17:45,114229,1839,qcd_563146_233,-33.6767,150.625
4394,East Coast (South),East Coast (South),25,2,52.5,rare,0.4819,12/5/1989 3:30,12/5/1989 3:50,114882,1847,qcd_566037_233,-33.8085,151.0907
4456,East Coast (South),East Coast (South),25,1,40,rare,2.5109,1/18/1993 14:55,1/18/1993 15:15,111557,1801,qcd_561104_231,-32.9777,150.5829
4458,East Coast (South),East Coast (South),25,1,44.5,rare,1.5041,1/21/1991 14:10,1/21/1991 14:30,120099,1938,qcd_568140_231,-34.1467,150.4244
4459,East Coast (South),East Coast (South),25,1,38.25,rare,1.0637,12/28/1996 13:50,12/28/1996 14:10,112555,1814,qcd_563043_231,-33.9844,150.1167
4460,East Coast (South),East Coast (South),25,2,53.48,rare,2.5174,1/17/1966 16:00,1/17/1966 16:20,37715,494,qcd_060030,-31.9033,152.4496
4461,East Coast (South),East Coast (South),25,2,53.5,rare,2.9389,11/5/2000 16:50,11/5/2000 17:10,60996,958,qcd_201001_77,-28.3537,153.2931
4462,East Coast (South),East Coast (South),25,2,132.62,rare,0,1/23/1991 20:55,1/23/1991 21:15,121513,1964,qcd_568296_77,-34.1437,150.6467
4464,East Coast (South),East Coast (South),25,2,81.5,rare,0.4897,3/31/2009 13:05,3/31/2009 13:25,137954,2223,qcd_middleboamb_58,-30.3262,153.048
4466,East Coast (South),East Coast (South),25,3,50.2,rare,1.2393,12/14/2003 14:10,12/14/2003 14:30,35700,470,qcd_057103,-30.0093,152.0101
4467,East Coast (South),East Coast (South),25,3,48.5,rare,1.3513,11/22/2005 19:10,11/22/2005 19:30,117645,1898,qcd_567163_233,-33.7745,150.6716
4484,East Coast (South),East Coast (South),30,1,22.14,frequent,14.4733,1/27/2006 15:30,1/27/2006 15:55,112994,1819,qcd_563050_231,-34.0839,149.9172
4516,East Coast (South),East Coast (South),30,1,40.5,frequent,14.486,3/12/1991 23:35,3/13/1991 0:00,36875,486,qcd_058131,-28.8521,153.4556
4517,East Coast (South),East Coast (South),30,1,34.5,frequent,14.9489,2/7/2010 0:30,2/7/2010 0:55,115418,1854,qcd_566053_233,-33.6672,151.1047
4518,East Coast (South),East Coast (South),30,2,25.67,frequent,14.4634,4/4/2007 14:45,4/4/2007 15:10,112379,1812,qcd_563041_231,-33.7686,150.1236
4519,East Coast (South),East Coast (South),30,2,32.8,frequent,14.4655,1/28/2001 12:55,1/28/2001 13:20,61448,968,qcd_204030_77,-30.2587,152.0094
4520,East Coast (South),East Coast (South),30,2,30.79,frequent,14.5328,2/12/1992 16:40,2/12/1992 17:05,62836,1000,qcd_213005_77,-33.7982,150.9825
4521,East Coast (South),East Coast (South),30,2,34,frequent,14.5714,3/21/1983 16:20,3/21/1983 16:45,114290,1840,qcd_566018_233,-34.0308,151.1643
4522,East Coast (South),East Coast (South),30,2,40.18,frequent,14.6131,12/15/1986 13:55,12/15/1986 14:20,36552,482,qcd_058109,-28.3672,153.1689
4523,East Coast (South),East Coast (South),30,3,36.75,frequent,16.1324,4/7/1984 23:50,4/8/1984 0:15,118046,1905,qcd_568048_231,-34.265,150.8058
4524,East Coast (South),East Coast (South),30,3,35.5,frequent,16.2546,5/2/2009 19:40,5/2/2009 20:05,116302,1872,qcd_566099_233,-33.9119,151.2273
4506,East Coast (South),East Coast (South),30,1,32.75,intermediate,4.8824,12/29/1990 18:30,12/29/1990 18:55,111929,1807,qcd_562102_231,-32.991,150.1346
4507,East Coast (South),East Coast (South),30,1,50.6,intermediate,4.6224,12/3/2007 14:30,12/3/2007 14:55,40385,524,qcd_061390,-32.8905,151.707
4508,East Coast (South),East Coast (South),30,1,56.75,intermediate,7.4552,10/31/2005 12:30,10/31/2005 12:55,140323,2265,qcd_southboambe_58,-30.3417,153.0512
4509,East Coast (South),East Coast (South),30,2,41.5,intermediate,6.1808,1/8/1988 18:50,1/8/1988 19:15,119577,1929,qcd_568102_231,-34.5522,150.6317
4510,East Coast (South),East Coast (South),30,2,35.5,intermediate,8.2296,12/1/1970 16:15,12/1/1970 16:40,12654,508,qcd_061174,-32.9,151.2667
4511,East Coast (South),East Coast (South),30,2,43,intermediate,3.3107,3/4/1996 12:20,3/4/1996 12:45,120910,1951,qcd_568170_233,-33.3472,150.8578
4512,East Coast (South),East Coast (South),30,2,41,intermediate,7.2535,1/22/2005 17:25,1/22/2005 17:50,61580,971,qcd_204900_77,-29.1965,152.5931
4513,East Coast (South),East Coast (South),30,2,31.5,intermediate,6.3627,3/10/2003 10:05,3/10/2003 10:30,113655,1828,qcd_563064_233,-32.2375,150.6306
4514,East Coast (South),East Coast (South),30,3,27.79,intermediate,10.9771,2/23/1990 11:10,2/23/1990 11:35,40516,526,qcd_062020,-32.5014,150.0333
4515,East Coast (South),East Coast (South),30,3,31.47,intermediate,6.0188,1/1/1967 17:20,1/1/1967 17:45,40505,526,qcd_062020,-32.5014,150.0333
4402,East Coast (South),East Coast (South),30,2,45.75,rare,2.0727,11/27/1988 10:45,11/27/1988 11:10,112004,1808,qcd_563035_231,-33.9758,150.3811
4457,East Coast (South),East Coast (South),30,1,47.5,rare,1.433,1/18/1993 14:55,1/18/1993 15:20,111557,1801,qcd_561104_231,-32.9777,150.5829
4495,East Coast (South),East Coast (South),30,1,60.43,rare,2.4031,1/31/2008 15:30,1/31/2008 15:55,118546,1913,qcd_568061_231,-34.4056,150.7097
4497,East Coast (South),East Coast (South),30,1,65.25,rare,1.7251,5/3/1994 6:10,5/3/1994 6:35,138064,2226,qcd_mountelliot_58,-33.405,151.3933
4498,East Coast (South),East Coast (South),30,2,44.53,rare,3.1062,12/13/1963 3:25,12/13/1963 3:50,41915,542,qcd_066037,-33.9465,151.1731
4500,East Coast (South),East Coast (South),30,2,62.25,rare,0.1852,2/11/2007 4:20,2/11/2007 4:45,120109,1938,qcd_568140_231,-34.1467,150.4244
4502,East Coast (South),East Coast (South),30,2,56.25,rare,2.1328,3/23/1997 17:30,3/23/1997 17:55,118929,1919,qcd_568072_231,-34.1786,150.8317
4503,East Coast (South),East Coast (South),30,2,44.98,rare,1.2839,1/23/2004 15:20,1/23/2004 15:45,119452,1927,qcd_568094_231,-34.3778,150.3156
4504,East Coast (South),East Coast (South),30,3,54,rare,2.1685,10/25/2003 15:30,10/25/2003 15:55,117264,1889,qcd_567109_233,-33.6202,151.149
4505,East Coast (South),East Coast (South),30,3,50,rare,1.0156,2/10/1990 13:50,2/10/1990 14:15,120350,1941,qcd_568149_233,-34.0292,150.6575
4545,East Coast (South),East Coast (South),45,1,34.5,frequent,14.5408,3/7/1994 3:40,3/7/1994 4:20,120916,1951,qcd_568170_233,-33.3472,150.8578
4546,East Coast (South),East Coast (South),45,1,59.1,frequent,14.5668,2/11/1992 23:20,2/12/1992 0:00,37491,492,qcd_059040,-30.3107,153.1187
4547,East Coast (South),East Coast (South),45,1,28.59,frequent,14.8476,12/16/1985 16:10,12/16/1985 16:50,38659,503,qcd_061089,-32.0632,150.9272
4548,East Coast (South),East Coast (South),45,2,36.5,frequent,14.4248,2/26/2006 20:10,2/26/2006 20:50,117702,1899,qcd_567165_233,-33.6692,150.9206
4549,East Coast (South),East Coast (South),45,2,35.8,frequent,14.5019,3/9/2003 14:25,3/9/2003 15:05,42841,554,qcd_067113,-33.7195,150.6783
4550,East Coast (South),East Coast (South),45,2,35.25,frequent,14.5576,2/7/1988 14:20,2/7/1988 15:00,113741,1829,qcd_563070_231,-33.7,150.4847
4551,East Coast (South),East Coast (South),45,2,37.75,frequent,14.5836,5/19/1998 1:05,5/19/1998 1:45,117318,1890,qcd_567110_231,-33.5574,151.0179
4552,East Coast (South),East Coast (South),45,2,33.06,frequent,14.6479,4/25/1974 12:50,4/25/1974 13:30,42747,553,qcd_067035,-33.9272,150.9128
4553,East Coast (South),East Coast (South),45,3,39.53,frequent,14.494,2/17/1993 8:50,2/17/1993 9:30,41910,542,qcd_066037,-33.9465,151.1731
4554,East Coast (South),East Coast (South),45,3,47.25,frequent,16.5246,2/18/1984 8:30,2/18/1984 9:10,119543,1928,qcd_568097_231,-34.37,150.8197
4478,East Coast (South),East Coast (South),45,2,35.96,intermediate,6.592,1/21/1988 16:45,1/21/1988 17:25,39436,513,qcd_061212,-32.3767,150.96
4536,East Coast (South),East Coast (South),45,1,35,intermediate,8.9926,3/24/2008 17:35,3/24/2008 18:15,113979,1833,qcd_563076_231,-33.0503,150.4163
4537,East Coast (South),East Coast (South),45,1,50,intermediate,3.3244,11/7/1985 15:20,11/7/1985 16:00,116877,1883,qcd_567087_233,-33.7342,150.7692
4538,East Coast (South),East Coast (South),45,1,52.9,intermediate,3.5082,2/11/1992 12:35,2/11/1992 13:15,35248,465,qcd_056202,-28.9776,152.1552
4539,East Coast (South),East Coast (South),45,2,65,intermediate,4.5989,3/25/2001 21:15,3/25/2001 21:55,61633,973,qcd_205006_77,-30.6405,152.856
4540,East Coast (South),East Coast (South),45,2,33.11,intermediate,10.269,1/17/1971 18:05,1/17/1971 18:45,40227,522,qcd_061334,-33.0488,150.2325
4541,East Coast (South),East Coast (South),45,2,65,intermediate,4.3469,10/24/1999 7:55,10/24/1999 8:35,118616,1914,qcd_568065_231,-34.2653,150.8778
4542,East Coast (South),East Coast (South),45,2,24.4,intermediate,14.1608,11/22/2007 15:05,11/22/2007 15:45,44004,571,qcd_070080,-34.4048,149.8197
4543,East Coast (South),East Coast (South),45,3,60,intermediate,3.6973,11/4/1990 9:55,11/4/1990 10:35,134740,2149,qcd_barnsley_58,-32.9228,151.5917
4544,East Coast (South),East Coast (South),45,3,49.4,intermediate,13.3079,12/12/1991 22:25,12/12/1991 23:05,36850,486,qcd_058131,-28.8521,153.4556
4362,East Coast (South),East Coast (South),45,1,78.51,rare,0.4384,2/11/1997 20:35,2/11/1997 21:15,35314,465,qcd_056202,-28.9776,152.1552
4496,East Coast (South),East Coast (South),45,2,73.34,rare,2.2242,1/31/2008 15:20,1/31/2008 16:00,118546,1913,qcd_568061_231,-34.4056,150.7097
4525,East Coast (South),East Coast (South),45,1,41.85,rare,3.1772,12/30/1995 20:40,12/30/1995 21:20,62261,987,qcd_210055_77,-32.3809,150.7114
