Alpha:,1,Beta:,10,m:,0.6
SubCat,3,32,4,5,6,7,38,37,10,11,15,39,19,40,18,34,41,35,20,17,16,13,23,24,26,28,29,27,25,22,30,36,31,21,14,12,9,8,1,33,2
Frac Urbanized,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Area,0.87,1.539,2.011,0.736,0.967,0.484,0.185,0.259,1.25,1.468,1.085,1.183,0.742,0.429,0.558,0.661,0.43,0.902,1.7,0.815,0.687,1.356,0.557,1.069,0.308,0.878,0.885,0.176,0.892,1.899,0.546,2.956,1.672,3.108,1.891,1.197,1.191,1.399,1.871,0.208,1.767
Time (hours),Q_3,Q_32,Q_4,Q_5,Q_6,Q_7,Q_38,Q_37,Q_10,Q_11,Q_15,Q_39,Q_19,Q_40,Q_18,Q_34,Q_41,Q_35,Q_20,Q_17,Q_16,Q_13,Q_23,Q_24,Q_26,Q_28,Q_29,Q_27,Q_25,Q_22,Q_30,Q_36,Q_31,Q_21,Q_14,Q_12,Q_9,Q_8,Q_1,Q_33,Q_2
2.83,2.9028,5.1652,7.1724,18.9156,3.1532,24.5957,0.6079,0.826,3.9555,4.6852,3.6249,3.8021,6.0776,1.3646,3.2378,2.1487,1.4262,2.9092,13.1388,25.2828,27.2311,33.9268,1.7375,3.21,0.8735,2.9384,2.7327,6.5799,11.3333,20.8248,1.8738,10.418,16.6706,26.7066,50.2736,15.8811,19.1738,12.459,27.8801,0.6625,7.1181
2.92,2.7958,4.971,6.9471,18.4014,3.041,24.1337,0.5865,0.7885,3.7747,4.4867,3.4487,3.7461,6.0173,1.3218,3.1382,2.0591,1.3732,2.8266,12.933,25.0546,27.134,34.024,1.6688,3.1635,0.8402,2.8256,2.6147,6.2997,11.082,20.8984,1.8178,10.1888,16.4256,26.7495,50.9923,18.2689,20.4514,13.629,29.8327,0.6356,6.8298
3,2.6996,4.7965,6.732,17.875,2.941,23.5937,0.5672,0.7564,3.6208,4.3146,3.2991,3.6866,5.9478,1.2835,3.0466,1.981,1.3258,2.7508,12.6981,24.7504,26.9292,33.9842,1.6096,3.1169,0.8131,2.7247,2.5147,6.0509,10.8111,20.8727,1.7649,9.953,16.1247,26.683,51.4473,20.6775,21.8434,14.8107,31.6233,0.6123,6.5633
3.08,2.6129,4.6397,6.5293,17.3536,2.8512,23.0102,0.5498,0.7288,3.4899,4.1645,3.1719,3.6255,5.8717,1.2483,2.9618,1.9126,1.283,2.6807,12.4459,24.3925,26.641,33.8287,1.5576,3.0705,0.7897,2.6341,2.4291,5.8298,10.5321,20.7671,1.7151,9.7174,15.7911,26.5252,51.6658,23.0823,23.3506,16.0166,33.261,0.5918,6.3196
3.17,2.5139,4.4688,6.3235,16.8247,2.7407,22.3996,0.5284,0.699,3.3575,3.9847,3.0474,3.5543,5.7738,1.196,2.8531,1.834,1.2295,2.592,12.1806,23.9807,26.2499,33.5264,1.4824,3.0099,0.7438,2.5293,2.3164,5.5962,10.2383,20.5672,1.6601,9.4707,15.4315,26.2546,51.5981,25.4706,24.9614,17.2568,34.7576,0.5649,6.0836
3.25,2.3829,4.2458,6.0909,16.245,2.5911,21.7458,0.4976,0.6582,3.1941,3.7293,2.9038,3.4592,5.6332,1.1286,2.71,1.7259,1.1608,2.4712,11.8895,23.488,25.7246,33.0175,1.3824,2.9196,0.6794,2.3917,2.1493,5.324,9.9037,20.2304,1.5895,9.1919,15.0386,25.8258,51.1516,27.8306,26.6423,18.5387,36.1229,0.5282,5.8305
3.33,2.2345,3.9862,5.8183,15.5994,2.4238,21.0279,0.4619,0.6062,2.9878,3.4348,2.733,3.3388,5.457,1.0559,2.5501,1.6021,1.0854,2.3347,11.5587,22.8946,25.0924,32.3237,1.2745,2.8093,0.6111,2.2377,1.9591,5.0126,9.5259,19.752,1.5084,8.8682,14.6037,25.2186,50.3431,30.1293,28.3517,19.8653,37.3639,0.4878,5.5463
3.42,2.0816,3.7153,5.511,14.8969,2.2534,20.2404,0.425,0.5502,2.7469,3.1369,2.5349,3.2026,5.2569,0.9831,2.3849,1.4754,1.0091,2.1936,11.1836,22.1977,24.3759,31.4924,1.1678,2.6886,0.5457,2.0801,1.7673,4.6782,9.1152,19.1686,1.4227,8.4949,14.12,24.4683,49.2463,32.3331,30.0535,21.2345,38.486,0.4473,5.2258
3.5,1.9318,3.448,5.1895,14.1537,2.0879,19.3892,0.389,0.4948,2.4993,2.8956,2.3134,3.0584,5.042,0.9131,2.2214,1.3527,0.935,2.0544,10.7658,21.4148,23.5853,30.5548,1.0667,2.5638,0.4861,1.9261,1.5851,4.3381,8.6817,18.5116,1.3366,8.0856,13.584,23.6255,47.9258,34.4179,31.7217,22.6396,39.4952,0.4086,4.8766
3.58,1.7891,3.1924,4.8681,13.3894,1.9314,18.488,0.3551,0.4426,2.2622,2.6664,2.0842,2.9117,4.8192,0.8473,2.0639,1.2378,0.8649,1.9208,10.3108,20.5726,22.7344,29.5326,0.9735,2.439,0.4332,1.78,1.4176,4.0057,8.2354,17.8051,1.2527,7.6617,12.9994,22.7239,46.4389,36.3658,33.3527,24.071,40.3988,0.3728,4.5201
3.67,1.6555,2.9529,4.5559,12.6221,1.786,17.5574,0.3237,0.3947,2.0436,2.4531,1.867,2.766,4.5939,0.7862,1.9146,1.1321,0.7996,1.7947,9.8313,19.6918,21.8388,28.4471,0.8887,2.3167,0.3867,1.6437,1.2668,3.6896,7.7851,17.0685,1.1723,7.2379,12.3752,21.7859,44.8332,38.1636,34.939,25.5197,41.2047,0.3402,4.171
3.75,1.5321,2.7312,4.2581,11.8669,1.6521,16.6181,0.2951,0.3516,1.846,2.2572,1.6699,2.6239,4.37,0.73,1.7748,1.0359,0.7393,1.6768,9.3416,18.7904,20.914,27.3191,0.8122,2.1987,0.3462,1.518,1.1324,3.3944,7.3385,16.3169,1.0964,6.824,11.7272,20.8274,43.1476,39.8023,36.4725,26.9769,41.9224,0.3106,3.8377
3.83,1.4186,2.5274,3.9774,11.2123,1.5295,15.6916,0.2693,0.3132,1.6695,2.0787,1.4948,2.4869,4.1505,0.6785,1.6449,0.9489,0.6841,1.5674,8.8526,17.8841,19.9743,26.1675,0.7435,2.0859,0.3109,1.4027,1.0135,3.1222,6.9019,15.5622,1.0252,6.4258,11.0766,19.8613,41.4135,41.277,37.9441,28.4336,42.5661,0.2841,3.5248
3.92,1.3149,2.3411,3.7152,10.6285,1.4178,14.823,0.246,0.2791,1.5127,1.9166,1.3409,2.3561,3.9374,0.6314,1.5248,0.8706,0.6336,1.4663,8.372,16.9858,19.0326,25.0079,0.6819,1.9787,0.2801,1.2976,0.9086,2.8732,6.4797,14.8138,0.959,6.0471,10.4383,18.8991,39.6561,42.586,39.3445,29.882,43.1517,0.2603,3.2345
4,1.2202,2.1711,3.4715,10.0573,1.3161,14.0071,0.225,0.2491,1.3738,1.7699,1.2062,2.2318,3.7323,0.5885,1.4143,0.8003,0.5877,1.373,7.9053,16.1057,18.1002,23.8535,0.6267,1.8774,0.2533,1.2019,0.8163,2.6466,6.1093,14.0775,0.8976,5.6896,9.8466,17.9492,37.8967,43.7302,40.6645,31.3158,43.6987,0.239,2.9672
4.08,1.134,2.0163,3.2459,9.5061,1.2236,13.2356,0.2062,0.2227,1.2509,1.6371,1.0884,2.1142,3.536,0.5493,1.3127,0.737,0.5459,1.2871,7.4565,15.2514,17.1861,22.7149,0.5773,1.7819,0.2299,1.1149,0.735,2.4409,5.7947,13.3673,0.8407,5.3539,9.3611,17.0283,36.1519,44.7128,41.8956,32.7283,44.2216,0.2199,2.7224
4.17,1.0554,1.8754,3.0375,8.9795,1.1395,12.5049,0.1894,0.1994,1.1419,1.5171,0.9852,2.0035,3.3491,0.5135,1.2278,0.6802,0.5078,1.208,7.0277,14.4286,16.2975,21.6007,0.5329,1.6921,0.2093,1.0359,0.6634,2.2545,5.4924,12.6902,0.7882,5.0399,8.8864,16.1516,34.4429,45.538,43.0305,34.1119,44.7307,0.2028,2.4988
4.25,0.9838,1.7471,2.8453,8.4802,1.0629,11.8134,0.1743,0.179,1.0453,1.4084,0.8946,1.8994,3.1717,0.4808,1.1576,0.629,0.4732,1.1352,6.6205,13.6446,15.4406,20.5175,0.493,1.6078,0.1911,0.964,0.6002,2.0857,5.2038,12.0457,0.7397,4.7469,8.4283,15.3175,32.7856,46.212,44.0631,35.4587,45.2328,0.1874,2.2953
4.33,0.9186,1.6302,2.6681,8.0092,0.9931,11.1603,0.1607,0.1611,0.9594,1.31,0.8149,1.8016,3.004,0.4509,1.0922,0.5828,0.4416,1.0682,6.2353,12.9007,14.6204,19.4707,0.4571,1.5287,0.1751,0.8985,0.5444,1.9329,4.9297,11.4335,0.695,4.4741,7.9901,14.5248,31.1891,46.7423,44.9887,36.7607,45.7324,0.1735,2.1101
4.42,0.859,1.5235,2.5049,7.5667,0.9294,10.5448,0.1485,0.1453,0.8828,1.2207,0.7445,1.7099,2.8458,0.4235,1.0314,0.5412,0.4128,1.0064,5.8723,12.1965,13.8393,18.4646,0.4247,1.4545,0.1609,0.8389,0.4949,1.7943,4.6703,10.8529,0.6537,4.2202,7.5737,13.7726,29.6585,47.1375,45.8043,38.0101,46.2317,0.1611,1.9418
4.5,0.8045,1.4261,2.3544,7.1519,0.8712,9.966,0.1374,0.1314,0.8144,1.1395,0.6821,1.624,2.6968,0.3984,0.9749,0.5035,0.3865,0.9495,5.5309,11.5312,13.0979,17.5019,0.3955,1.385,0.1482,0.7845,0.451,1.6686,4.4257,10.3225,0.6156,3.9842,7.1799,13.0599,28.1958,47.4069,46.5087,39.1992,46.7312,0.1498,1.7889
4.58,0.7547,1.337,2.2156,6.7639,0.818,9.4226,0.1275,0.1191,0.7531,1.0656,0.6267,1.5435,2.5567,0.3753,0.9224,0.4693,0.3624,0.8969,5.2107,10.9037,12.3961,16.584,0.3689,1.3198,0.1369,0.7348,0.412,1.5544,4.1953,9.8983,0.5804,3.7647,6.8086,12.3856,26.8177,47.5582,47.1021,40.3213,47.2301,0.1396,1.6499
4.67,0.709,1.2555,2.0874,6.4014,0.7692,8.9133,0.1185,0.1082,0.6981,0.9982,0.5772,1.4681,2.425,0.3541,0.8736,0.4383,0.3403,0.8482,4.9107,10.3128,11.7331,15.7116,0.3448,1.2587,0.1268,0.6894,0.3771,1.4504,3.9788,9.4896,0.5479,3.5607,6.4593,11.7484,25.5298,47.601,47.5858,41.3702,47.7263,0.1303,1.5234
4.75,0.6671,1.1806,1.9691,6.063,0.7244,8.4366,0.1103,0.0986,0.6485,0.9366,0.5329,1.3974,2.3014,0.3345,0.8282,0.41,0.3201,0.8032,4.63,9.757,11.1077,14.8844,0.3229,1.2014,0.1177,0.6477,0.346,1.3557,3.7756,9.0972,0.5177,3.3709,6.1314,11.1471,24.3204,47.5462,47.9624,42.3409,48.2166,0.1218,1.4084
4.83,0.6286,1.1118,1.8596,5.7471,0.6831,7.9906,0.1029,0.0901,0.6037,0.8802,0.4931,1.3312,2.1854,0.3165,0.7859,0.3842,0.3015,0.7615,4.3676,9.2347,10.5186,14.1016,0.3028,1.1475,0.1096,0.6095,0.318,1.2692,3.5849,8.7213,0.4898,3.1942,5.8238,10.5801,23.1813,47.4034,48.236,43.2291,48.6974,0.1142,1.3036
4.92,0.5931,1.0485,1.7583,5.4523,0.6452,7.5736,0.0962,0.0825,0.5632,0.8284,0.4573,1.269,2.0765,0.2998,0.7465,0.3607,0.2844,0.7227,4.1224,8.7443,9.9642,13.362,0.2845,1.097,0.1022,0.5743,0.2929,1.1901,3.4061,8.3619,0.4639,3.0298,5.5353,10.046,22.1062,47.1817,48.4113,44.0318,49.1644,0.1071,1.2081
