"EPR_E1a_001_180m_E0_MHWS_001","Location","Water Level","Water Level","Water Level","Water Level","Water Level","Water Level","Water Level","Water Level","Water Level","Water Level","Water Level","Water Level","Water Level","Water Level","Water Level","Water Level","Water Level","Water Level","Water Level","Water Level","Water Level","Water Level","Water Level","Water Level","Water Level","Water Level","Water Level","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow"
"C:\Temp\JBP\2023s1024-ROLFS\EPR\runs\EPR_~s1~_~e1~_~e2~_~e3~_~e4~_001.tcf","Time","EPR_Outlet","ManningEsplanadeDogArea","ThornlandsRdBridge","RedlandsHorseClub","RedlandsNetballClub","ColthouseDrBridge","BushCherryPl","CrystalWater_1","CrystalWater_2","ImmediatelyDS_CrystalWtr","EPR_at_RedlandCityMarina","LinkRd","VicPntSharksSportsClub","VicPntShoppingCentre_US","VicPntShoppingCentre_DS","EPR_atKFCVicPnt","EPR_atCreeksideCct","EPR_atKodakCl","BunkerRoad","EPR_atSpringacreRd","EldershawAve","SandyCkatMtCottonRd","EPR_atCottonCnr","S_36","S_8","S_20","S_22","EPR_Outlet","EPR_at_RedlandCityMarina","EPR_atKFCVicPoint","EPR_atSpringacreRd","EPR_atCreeksideCct","VicPntShoppingCentre","LinkRoad","ManningEsplanadeDogArea","BushCherryPl","RedlandsHorseClub","RedlandsNetballClub","DS_CrystalWtrs","US_CrystalWtrs","ThornlandsRdBridge","ColthouseDrBridge","SandyCkatMtCottonRd","EPR_atCottonCorner","EldershawAve","VicPntSharksSportClub","EPR_atKodakCl","BunkerRd","CrystalWtrs_Interim","BunningVicPnt","S_36","S_8","S_20","S_22","S_18","S_19","S_35","S_15","S_34","S_29","S_25"
,        2.033333,          0.9000,          0.9000,          6.9399,          2.9103,          5.5983,          6.9181,          9.7118,         26.4086,         22.3904,         16.1599,          0.9796,          3.3606,          5.0187,         10.2547,          4.0994,          2.8443,          6.4292,          6.8300,         15.3150,         12.6041,         16.7849,         39.8308,         29.4093,         39.5846,          0.9304,         21.2432,         14.8975,          0.0000,         24.5515,         45.2286,         85.3908,         24.1476,          7.4040,         12.2232,          0.0000,          6.7872,         47.4587,         27.7041,          3.5947,          1.0275,          6.3022,         11.3084,         22.7437,         49.2726,          6.0994,          6.8818,         67.5661,         45.7079,          3.5760,         12.8072,         31.9244,         28.8080,         38.3058,         31.0281,          6.4554,          6.9552,          5.9515,         10.0698,          7.1849,          9.3296,         28.3918
,        2.066667,          0.9000,          0.9000,          6.9470,          2.9227,          5.6099,          6.9295,          9.7214,         26.4149,         22.3972,         16.1726,          0.9838,          3.3666,          5.0287,         10.2758,          4.1115,          2.8463,          6.4816,          6.9008,         15.3663,         12.6462,         16.7898,         39.8389,         29.4144,         39.5849,          0.9324,         21.2429,         14.9426,          0.0000,         25.1012,         48.1225,         89.2684,         24.5026,          7.5963,         12.4022,          0.0000,          7.1727,         48.6571,         28.2514,          4.0095,          1.2088,          6.5288,         11.6079,         23.0003,         49.7623,          6.2318,          7.0655,         70.4691,         49.0522,          3.6583,         13.1874,         32.0563,         29.5522,         38.2459,         31.7840,          6.9402,          7.9164,          6.1164,         10.1394,          7.3743,          9.4990,         29.5025
,        2.100000,          0.9000,          0.9000,          6.9554,          2.9348,          5.6220,          6.9504,          9.7382,         26.4230,         22.4042,         16.1915,          0.9879,          3.3740,          5.0415,         10.2976,          4.1279,          2.8476,          6.5327,          6.9742,         15.4090,         12.6910,         16.7959,         39.8469,         29.4195,         39.5893,          0.9340,         21.2428,         14.9909,          0.0000,         25.6649,         50.8965,         93.0526,         25.0841,          7.7880,         12.6410,          0.0000,          7.8628,         49.8583,         28.8366,          3.8362,          1.4104,          6.7843,         11.8948,         23.3280,         50.2638,          6.4010,          7.3526,         73.4192,         51.8047,          3.7554,         13.8164,         32.3714,         30.3541,         38.2134,         32.5811,          7.5583,          8.9651,          6.3563,         10.3127,          7.6040,          9.7095,         30.4098
,        2.133333,          0.9000,          0.9000,          6.9643,          2.9464,          5.6355,          6.9646,          9.7512,         26.4325,         22.4114,         16.2263,          0.9919,          3.3833,          5.0521,         10.3202,          4.1468,          2.8484,          6.5893,          7.0351,         15.4434,         12.7376,         16.8019,         39.8560,         29.4246,         39.5976,          0.9356,         21.2430,         15.0425,          0.0000,         26.2700,         53.5835,         96.8110,         25.6800,          8.0614,         12.9301,          0.0000,          8.4032,         51.0382,         29.4116,          3.9642,          1.5561,          7.0489,         12.2006,         23.6878,         50.7776,          6.6493,          7.5836,         76.9240,         54.3473,          3.8754,         14.5783,         32.8918,         31.1371,         38.2401,         33.5125,          8.1031,         10.1435,          6.6802,         10.4648,          7.8828,          9.9820,         31.2940
,        2.166667,          0.9000,          0.9000,          6.9731,          2.9578,          5.6494,          6.9823,          9.7621,         26.4432,         22.4190,         16.2388,          0.9959,          3.3948,          5.0619,         10.3455,          4.1630,          2.8489,          6.6449,          7.0807,         15.4743,         12.7796,         16.8097,         39.8667,         29.4298,         39.6104,          0.9372,         21.2439,         15.0925,          0.0000,         26.8978,         56.3075,        100.5326,         26.5967,          8.3362,         13.2679,          0.0000,          8.8759,         52.2119,         30.0574,          4.0838,          1.6815,          7.3103,         12.5062,         24.1368,         51.3457,          6.9639,          8.0145,         80.3187,         56.5617,          4.0059,         15.2312,         33.5853,         31.9128,         38.3546,         34.5747,          8.7528,         11.5390,          7.1234,         10.6927,          8.2411,         10.3658,         32.1421
,        2.200000,          0.9000,          0.9000,          6.9823,          2.9691,          5.6641,          6.9968,          9.7718,         26.4546,         22.4270,         16.2569,          0.9999,          3.4067,          5.0711,         10.3706,          4.1772,          2.8491,          6.6986,          7.1398,         15.5035,         12.8400,         16.8168,         39.8783,         29.4355,         39.6274,          0.9388,         21.2457,         15.1396,          0.0000,         27.5302,         59.0207,        104.2734,         27.7437,          8.6270,         13.6783,          0.0000,          9.2986,         53.4297,         30.7106,          4.2171,          1.7813,          7.6022,         12.8706,         24.5842,         51.9389,          7.2818,          8.3415,         83.3590,         58.5935,          4.1571,         15.8104,         34.4601,         32.6730,         38.5834,         35.7722,          9.4126,         13.0767,          7.6726,         11.1596,          8.7088,         10.8591,         32.9396
,        2.233333,          0.9000,          0.9000,          6.9919,          2.9808,          5.6803,          7.0132,          9.7807,         26.4668,         22.4353,         16.2677,          1.0039,          3.4174,          5.0800,         10.3983,          4.1909,          2.8493,          6.7619,          7.2000,         15.5320,         12.8886,         16.8243,         39.8911,         29.4411,         39.6483,          0.9404,         21.2486,         15.1844,          0.0000,         28.1576,         61.3197,        107.9391,         29.1924,          8.9531,         14.1918,          0.0000,          9.6771,         54.6974,         31.4494,          4.3445,          1.8544,          7.9098,         13.3161,         25.0657,         52.5400,          7.6129,          8.6642,         86.5070,         60.4950,          4.3184,         16.3794,         35.4733,         33.4261,         38.9379,         37.1689,         10.0775,         14.7076,          8.3944,         12.0518,          9.2546,         11.3698,         33.7988
,        2.266667,          0.9000,          0.9000,          7.0009,          2.9924,          5.6961,          7.0278,          9.7863,         26.4789,         22.4434,         16.2700,          1.0077,          3.4280,          5.0853,         10.4280,          4.2024,          2.8488,          6.8306,          7.2634,         15.5616,         12.9429,         16.8304,         39.9034,         29.4467,         39.6717,          0.9419,         21.2521,         15.2283,          0.0000,         28.7910,         63.3504,        111.3286,         30.9612,          9.2969,         14.7058,          0.0000,          9.9276,         55.9757,         32.1907,          4.4891,          1.8866,          8.1994,         13.7214,         25.5700,         53.2137,          7.9405,          8.8382,         89.4657,         62.4487,          4.4625,         16.8521,         36.5655,         34.1525,         39.3876,         38.7485,         10.6672,         16.2980,          9.1176,         13.0944,          9.8144,         11.8508,         34.5332
,        2.300000,          0.9000,          0.9000,          7.0094,          3.0037,          5.7126,          7.0414,          9.7889,         26.4896,         22.4517,         16.2782,          1.0112,          3.4384,          5.0866,         10.4597,          4.2088,          2.8475,          6.9044,          7.3261,         15.5868,         13.0010,         16.8355,         39.9159,         29.4521,         39.6976,          0.9430,         21.2563,         15.2772,          0.0000,         29.4362,         65.2021,        114.4083,         33.0682,          9.6802,         15.1910,          0.0000,         10.0330,         57.2139,         32.9207,          4.6313,          1.8430,          8.4737,         14.0752,         26.1288,         53.7992,          8.2571,          8.9065,         92.2086,         64.2704,          4.8984,         17.0617,         37.7212,         34.8101,         39.9138,         40.1615,         11.2041,         17.7699,          9.7934,         13.9969,         10.3467,         12.2777,         35.0093
,        2.333333,          0.9000,          0.9000,          7.0174,          3.0149,          5.7293,          7.0584,          9.7888,         26.4986,         22.4647,         16.2811,          1.0151,          3.4487,          5.0875,         10.4938,          4.2144,          2.8465,          6.9812,          7.3850,         15.6152,         13.0569,         16.8403,         39.9286,         29.4575,         39.7253,          0.9444,         21.2613,         15.3318,          0.0000,         30.1516,         67.1017,        117.4137,         35.5736,         10.0848,         15.6008,          0.0000,         10.0166,         58.4808,         33.6705,          4.6859,          1.7628,          8.7353,         14.5211,         26.7347,         54.4243,          8.5497,          9.0000,         94.6633,         66.0147,          5.0812,         17.2561,         38.8819,         35.4560,         40.5340,         41.4720,         11.6761,         19.0503,         10.4445,         14.6580,         10.8468,         12.7390,         35.4532
,        2.366667,          0.9000,          0.9000,          7.0249,          3.0265,          5.7451,          7.0752,          9.7875,         26.5061,         22.4751,         16.2846,          1.0195,          3.4582,          5.0933,         10.5291,          4.2176,          2.8460,          7.0586,          7.4412,         15.6423,         13.1092,         16.8453,         39.9419,         29.4632,         39.7545,          0.9461,         21.2669,         15.3811,          0.0000,         30.9271,         68.5313,        120.4112,         38.3962,         10.4996,         15.9575,          0.0000,          9.9512,         59.8047,         34.3834,          4.8863,          1.6765,          8.9969,         14.9378,         27.3529,         55.0902,          8.8710,          9.3990,         97.4694,         67.5465,          5.1775,         17.3232,         40.0206,         36.1426,         41.2100,         42.8672,         12.0992,         20.1540,         10.9971,         15.1206,         11.2840,         13.0665,         36.0973
,        2.400000,          0.9000,          0.9000,          7.0325,          3.0383,          5.7614,          7.0889,          9.7858,         26.5132,         22.4842,         16.2877,          1.0248,          3.4660,          5.1004,         10.5482,          4.2216,          2.8456,          7.1374,          7.4934,         15.6717,         13.1591,         16.8474,         39.9560,         29.4690,         39.7845,          0.9482,         21.2728,         15.4288,          0.0000,         31.7869,         70.2995,        123.3647,         41.0799,         10.9228,         16.2730,          0.0000,          9.8720,         61.1654,         35.1215,          5.0080,          1.5966,          9.3150,         15.3415,         28.0023,         55.7502,          9.2098,          9.5538,        100.3710,         69.4280,          4.9638,         17.4367,         41.1360,         36.9169,         41.9222,         44.3533,         12.4379,         21.0763,         11.4230,         15.5051,         11.5953,         13.3568,         36.4665
,        2.433333,          0.9000,          0.9000,          7.0402,          3.0503,          5.7775,          7.0995,          9.7840,         26.5191,         22.4887,         16.2874,          1.0307,          3.4765,          5.1049,         10.5699,          4.2264,          2.8454,          7.2135,          7.5545,         15.6999,         13.2055,         16.8510,         39.9710,         29.4747,         39.8160,          0.9504,         21.2789,         15.4757,          0.0000,         32.6745,         72.1636,        126.1670,         44.4170,         11.3695,         16.5010,          0.0000,          9.7893,         62.5419,         35.9520,          5.1299,          1.5300,          9.5625,         15.5895,         28.6913,         56.3798,          9.8055,          9.8589,        102.6373,         71.2088,          5.0661,         17.5859,         42.2030,         37.8004,         42.6434,         45.7666,         12.6628,         21.8504,         11.7015,         15.8180,         11.7475,         13.5918,         36.7633
,        2.466667,          0.9000,          0.9000,          7.0490,          3.0622,          5.7931,          7.1070,          9.7823,         26.5248,         22.4959,         16.2867,          1.0373,          3.4833,          5.1073,         10.5924,          4.2305,          2.8453,          7.2897,          7.6191,         15.7302,         13.2482,         16.8476,         39.9867,         29.4800,         39.8499,          0.9529,         21.2850,         15.5225,          0.0000,         33.6877,         73.7882,        128.7591,         47.8789,         11.7998,         16.8330,          0.0000,          9.7118,         63.9509,         36.7594,          5.2248,          1.4812,          9.8771,         15.7677,         29.2489,         56.9726,         10.1776,          9.9535,        104.6419,         72.9463,          5.1464,         17.7056,         43.2730,         38.7867,         43.3765,         47.2346,         12.9006,         22.5093,         11.8973,         16.0858,         11.7513,         13.7857,         37.0014
,        2.500000,          0.9000,          0.9000,          7.0572,          3.0742,          5.8081,          7.1124,          9.7807,         26.5293,         22.5016,         16.2852,          1.0449,          3.4896,          5.1064,         10.6181,          4.2345,          2.8475,          7.3655,          7.6772,         15.7607,         13.2887,         16.8520,         40.0011,         29.4849,         39.8856,          0.9556,         21.2913,         15.5680,          0.0000,         34.8558,         76.6873,        131.2630,         51.1450,         12.1757,         17.1083,          0.0000,          9.6391,         65.3667,         37.5541,          5.3256,          1.4419,         10.1889,         15.9022,         29.7866,         57.5042,         10.5642,          9.9138,        106.8432,         74.7913,          5.2117,         17.8162,         44.2194,         39.8688,         44.1444,         48.6777,         13.1601,         23.0731,         12.0580,         16.3196,         11.6404,         13.9817,         37.3187
,        2.533333,          0.9000,          0.9000,          7.0695,          3.0886,          5.8263,          7.1204,          9.7842,         26.5356,         22.5098,         16.2960,          1.0560,          3.4981,          5.1121,         10.6478,          4.2425,          2.9462,          7.4452,          7.7346,         15.7944,         13.3311,         16.8595,         40.0186,         29.4922,         39.9276,          0.9607,         21.3006,         15.6159,          0.0000,         36.2575,         84.3128,        134.2631,         54.5270,         12.7044,         17.4835,          0.0000,          9.8212,         67.0648,         38.5827,          5.5017,          1.7025,         10.7238,         16.1469,         30.6222,         58.3597,         11.1164,         10.2075,        109.2288,         77.0825,          5.3565,         18.0992,         45.3976,         41.3012,         45.2572,         50.1578,         13.5837,         23.7517,         12.4125,         16.7841,         11.6147,         14.3655,         38.1216
,        2.566667,          0.9000,          0.9000,          7.0829,          3.1038,          5.8467,          7.1317,          9.7943,         26.5438,         22.5191,         16.3397,          1.0687,          3.5078,          5.1203,         10.6770,          4.2616,          3.0853,          7.5268,          7.7913,         15.8301,         13.3747,         16.8682,         40.0403,         29.5006,         39.9748,          0.9663,         21.3110,         15.6650,          0.0000,         37.8406,         97.1469,        137.2961,         57.3259,         13.2039,         17.9249,          0.0000,         10.3338,         68.9276,         39.7737,          5.6990,          2.0902,         11.2680,         16.4557,         31.9049,         59.3980,         11.7654,         10.6174,        111.6694,         79.4327,          5.4977,         19.0017,         46.7032,         43.0203,         46.5365,         51.9066,         14.0921,         24.5383,         12.8443,         17.4297,         11.6663,         14.7885,         39.1099
,        2.600000,          0.9000,          0.9000,          7.0949,          3.1197,          5.8691,          7.1431,          9.8080,         26.5547,         22.5289,         16.3621,          1.0827,          3.5193,          5.1337,         10.7041,          4.2857,          3.1814,          7.6111,          7.8559,         15.8702,         13.4188,         16.8760,         40.0683,         29.5110,         40.0248,          0.9720,         21.3230,         15.7130,          0.0000,         39.6223,        111.8277,        140.4541,         60.5908,         13.7089,         18.4575,          0.0000,         11.0125,         70.9412,         41.1285,          5.8876,          2.4478,         11.7994,         16.7544,         33.5748,         60.7276,         12.2940,         11.0801,        114.2866,         82.2178,          5.6681,         20.1341,         48.2800,         45.0093,         48.0538,         53.6945,         14.6870,         25.4968,         13.4670,         18.2325,         11.8277,         15.3014,         40.1206
,        2.633333,          0.9000,          0.9000,          7.1064,          3.1369,          5.8936,          7.1545,          9.8195,         26.5680,         22.5399,         16.3944,          1.0976,          3.5320,          5.1492,         10.7301,          4.3059,          3.2838,          7.6939,          7.9226,         15.9139,         13.4635,         16.8833,         40.1001,         29.5235,         40.0781,          0.9781,         21.3372,         15.7650,          0.0000,         41.6660,        126.7297,        143.5143,         63.7570,         14.2508,         19.0804,          0.0000,         11.6058,         73.1687,         42.6754,          6.0920,          2.6966,         12.3205,         17.0696,         35.0418,         62.3142,         12.9790,         11.9283,        117.4254,         85.0200,          5.8910,         20.9917,         50.0271,         47.1282,         49.8985,         55.8813,         15.3962,         26.6483,         14.3413,         19.1037,         12.1766,         15.9599,         41.3868
,        2.666667,          0.9000,          0.9000,          7.1197,          3.1550,          5.9210,          7.1729,          9.8283,         26.5818,         22.5513,         16.4208,          1.1138,          3.5484,          5.1664,         10.7636,          4.3242,          3.4147,          7.7767,          7.9954,         15.9568,         13.5093,         16.8926,         40.1308,         29.5379,         40.1366,          0.9846,         21.3537,         15.8161,          0.0000,         43.9675,        140.7699,        146.7769,         66.8028,         14.8684,         19.8435,          0.0000,         12.0682,         75.5030,         44.5519,          6.2963,          3.0288,         12.8970,         17.6405,         36.3692,         64.1911,         13.7051,         12.6869,        120.5762,         88.1508,          6.1130,         21.6884,         51.8094,         49.3892,         52.0944,         58.0720,         16.1320,         27.9355,         15.5370,         20.1711,         12.8111,         16.8475,         42.8697
,        2.700000,          0.9000,          0.9000,          7.1275,          3.1743,          5.9531,          7.1958,          9.8373,         26.5965,         22.5631,         16.4378,          1.1312,          3.5648,          5.1753,         10.7953,          4.3438,          3.5543,          7.8516,          8.0736,         16.0002,         13.5568,         16.9037,         40.1596,         29.5501,         40.1951,          0.9918,         21.3727,         15.8689,          0.0000,         46.4758,        153.6729,        150.0888,         69.9010,         15.5291,         20.6768,          0.0000,         12.5168,         78.1229,         46.8274,          6.5180,          3.5733,         13.2046,         18.3087,         37.7662,         65.7479,         14.4505,         13.4341,        123.8167,         91.5143,          6.3321,         22.4174,         53.7527,         51.8075,         54.6631,         60.3768,         16.9482,         29.2843,         16.9699,         21.2552,         13.7521,         17.8647,         44.7178
,        2.733333,          0.9000,          0.9000,          7.1422,          3.1957,          5.9949,          7.2184,          9.8450,         26.6123,         22.5757,         16.4583,          1.1497,          3.5830,          5.1878,         10.8274,          4.3616,          3.6686,          7.9286,          8.1542,         16.0533,         13.6044,         16.8961,         40.1875,         29.5715,         40.2505,          0.9996,         21.3939,         15.9242,          0.0000,         49.1366,        164.6631,        153.6908,         73.1015,         16.2918,         21.6358,          0.0000,         12.9160,         81.0662,         49.5263,          6.7670,          4.2215,         14.0384,         19.1016,         39.2239,         69.0031,         12.9719,         14.2976,        127.5128,         94.9881,          6.5839,         22.9666,         55.7379,         54.3860,         57.6005,         62.9295,         17.8316,         30.7109,         18.4477,         22.4462,         14.8974,         18.9447,         46.5699
,        2.766667,          0.9000,          0.9000,          7.1567,          3.2176,          6.0406,          7.2445,          9.8500,         26.6282,         22.5873,         16.4634,          1.1681,          3.6008,          5.2013,         10.8627,          4.3780,          3.7604,          8.0016,          8.2321,         16.1097,         13.6513,         16.9101,         40.2133,         29.5929,         40.2993,          1.0072,         21.4155,         15.9754,          0.0000,         51.8841,        174.6604,        157.3244,         76.0483,         17.0732,         22.6094,          0.0000,         13.1642,         84.0671,         51.6680,          7.0053,          4.6508,         14.8158,         19.8423,         40.5972,         71.8150,         14.3950,         15.0681,        131.3458,         98.3974,          6.8025,         23.4212,         57.6666,         57.0425,         60.6608,         65.2436,         18.6364,         32.0888,         19.6614,         23.4926,         16.0748,         19.9206,         48.1289
,        2.800000,          0.9000,          0.9000,          7.1681,          3.2390,          6.0861,          7.2638,          9.8514,         26.6426,         22.5975,         16.4754,          1.1860,          3.6165,          5.2054,         10.8917,          4.3902,          3.8401,          8.0708,          8.3122,         16.1620,         13.6978,         16.9179,         40.2378,         29.6124,         40.3401,          1.0137,         21.4353,         16.0250,          0.0000,         54.6893,        183.8702,        160.6586,         79.5002,         17.8579,         23.4968,          0.0000,         13.1948,         86.9330,         53.8433,          7.2124,          4.3697,         15.2861,         20.3577,         42.2005,         74.3455,         15.3657,         15.3458,        134.6586,        101.4077,          7.0293,         23.5731,         59.3063,         59.5783,         63.4474,         67.3944,         19.2582,         33.2134,         20.3398,         24.1774,         17.0904,         20.5961,         49.3466
,        2.833333,          0.9000,          0.9000,          7.1781,          3.2606,          6.1091,          7.2752,          9.8506,         26.6554,         22.6059,         16.4797,          1.2047,          3.6299,          5.2056,         10.9162,          4.4018,          3.9156,          8.1372,          8.3907,         16.2174,         13.7435,         16.9288,         40.2625,         29.6306,         40.3749,          1.0210,         21.4531,         16.0723,          0.0000,         57.6836,        192.6810,        164.1869,         82.4673,         18.6812,         24.2647,          0.0000,         13.1220,         89.7419,         53.9800,          7.3920,          3.8465,         15.7635,         20.7200,         43.5669,         76.7224,         16.3284,         15.5532,        138.0253,        104.5593,          7.2504,         23.6196,         60.6776,         62.1612,         65.9349,         69.5089,         19.7180,         34.1169,         20.5646,         24.4851,         17.8566,         21.0594,         50.5669
,        2.866667,          0.9000,          0.9000,          7.1862,          3.2823,          6.1440,          7.2818,          9.8480,         26.6650,         22.6129,         16.4605,          1.2247,          3.6414,          5.2050,         10.9384,          4.4138,          3.9803,          8.1970,          8.4598,         16.2716,         13.7889,         16.9380,         40.2864,         29.6490,         40.4036,          1.0291,         21.4682,         16.1158,          0.0000,         60.9542,        200.6232,        167.8233,         85.4117,         19.4400,         24.9615,          0.0000,         12.9665,         92.3852,         56.0077,          7.5127,          3.3256,         16.1403,         20.8899,         44.9839,         79.4047,         17.1668,         15.4513,        141.4852,        107.5414,          7.4166,         23.6764,         61.8769,         64.8479,         67.9807,         71.5200,         20.0126,         34.7864,         20.4094,         24.5688,         18.1611,         21.3205,         51.6258
,        2.900000,          0.9000,          0.9000,          7.1924,          3.3028,          6.1756,          7.2853,          9.8459,         26.6716,         22.6199,         16.4504,          1.2469,          3.6487,          5.2009,         10.9576,          4.4261,          4.0414,          8.2565,          8.5240,         16.3233,         13.8335,         16.9451,         40.3092,         29.6666,         40.4283,          1.0381,         21.4801,         16.1568,          0.0000,         64.5651,        208.1192,        171.3788,         88.1131,         20.0931,         25.3289,          0.0000,         12.8494,         94.6566,         57.3978,          7.6306,          2.8621,         16.4731,         20.9750,         46.3107,         81.6327,         17.9561,         15.1545,        145.0644,        110.4205,          7.5426,         23.7472,         62.9193,         67.8118,         69.5393,         73.4616,         20.1832,         35.3010,         19.9846,         24.5350,         17.9018,         21.3076,         52.4575
,        2.933333,          0.9000,          0.9000,          7.1985,          3.3217,          6.1998,          7.2840,          9.8428,         26.6752,         22.6258,         16.4407,          1.2715,          3.6536,          5.1957,         10.9736,          4.4381,          4.0999,          8.3168,          8.5813,         16.3746,         13.8780,         16.9542,         40.3304,         29.6814,         40.4494,          1.0479,         21.4890,         16.1954,          0.0000,         68.7041,        215.1478,        174.9917,         90.7965,         20.6235,         25.5769,          0.0000,         12.6831,         96.7013,         58.3225,          7.7484,          2.4040,         16.8103,         20.9058,         47.4978,         83.2607,         18.6157,         14.5450,        149.2134,        113.2850,          7.6144,         23.8154,         63.8157,         71.0270,         70.6588,         75.4578,         20.2644,         35.6752,         19.3285,         24.3773,         17.2053,         21.0535,         53.1283
,        2.966667,          0.9000,          0.9000,          7.2048,          3.3389,          6.2158,          7.2798,          9.8388,         26.6761,         22.6305,         16.4302,          1.2991,          3.6549,          5.1863,         10.9859,          4.4511,          4.1527,          8.3734,          8.6387,         16.4245,         13.9213,         16.9617,         40.3492,         29.6920,         40.4676,          1.0591,         21.4955,         16.2330,          0.0000,         73.4744,        221.8315,        178.6710,         93.2143,         21.0056,         25.6158,          0.0000,         12.4720,         98.5128,         59.0860,          7.8395,          2.0508,         17.1720,         20.7525,         48.4009,         84.3526,         19.1715,         13.8419,        152.2045,        116.1092,          7.6263,         23.9917,         64.6183,         74.6797,         71.4693,         77.5223,         20.2754,         35.9599,         18.6554,         24.0981,         16.2614,         20.6244,         53.6968
,        3.000000,          0.9000,          0.9000,          7.2091,          3.3543,          6.2273,          7.2724,          9.8338,         26.6743,         22.6342,         16.4157,          1.3302,          3.6531,          5.1738,         10.9943,          4.4615,          4.2000,          8.4299,          8.6953,         16.4723,         13.9640,         16.9672,         40.3645,         29.6994,         40.4830,          1.0719,         21.5005,         16.2694,          0.0000,         78.8329,        228.1097,        181.5279,         95.4992,         21.2452,         25.4719,          0.0000,         12.2198,        100.0530,         59.5679,          7.9086,          1.7044,         17.3982,         20.5017,         49.1641,         85.0456,         19.5746,         13.2339,        154.9073,        119.0982,          7.6074,         23.9371,         65.2384,         78.7693,         72.1363,         79.6015,         20.2422,         36.2095,         18.0742,         23.7309,         15.1914,         20.0359,         54.3116
,        3.033333,          0.9000,          0.9000,          7.2098,          3.3658,          6.2318,          7.2600,          9.8254,         26.6683,         22.6337,         16.3980,          1.3621,          3.6474,          5.1609,         10.9966,          4.4688,          4.2414,          8.4850,          8.7459,         16.5129,         14.0045,         16.9759,         40.3732,         29.7020,         40.4929,          1.0846,         21.5031,         16.3010,          0.0000,         84.6001,        233.3304,        185.1149,         97.8318,         21.1962,         25.0074,          0.0000,         11.7743,        101.2125,         59.8226,          7.9684,          1.2888,         17.4168,         20.0685,         49.2941,         85.1707,         19.7147,         12.5015,        157.5841,        121.7598,          7.5314,         23.6544,         65.5912,         83.1002,         72.4995,         81.3849,         20.0382,         36.3161,         17.4161,         23.0322,         13.9752,         19.0981,         54.5627
,        3.066667,          0.9000,          0.9000,          7.2070,          3.3748,          6.2294,          7.2455,          9.8141,         26.6594,         22.6312,         16.3695,          1.3946,          3.6380,          5.1409,         10.9963,          4.4758,          4.2772,          8.5364,          8.7930,         16.5498,         14.0435,         16.9761,         40.3765,         29.7018,         40.4976,          1.0988,         21.5051,         16.3302,          0.0000,         90.7795,        238.1621,        188.7692,        100.2659,         21.1856,         24.4245,          0.0000,         11.1856,        102.0120,         59.8536,          7.8870,          0.9632,         17.2361,         19.6106,         49.0646,         84.9120,         19.7222,         11.7983,        160.3123,        124.3330,          7.3417,         23.4461,         65.6736,         87.8158,         72.8089,         83.1098,         19.7687,         36.3708,         16.7428,         22.0933,         12.7528,         18.1071,         54.7505
,        3.100000,          0.9000,          0.9000,          7.2006,          3.3809,          6.2195,          7.2261,          9.7984,         26.6473,         22.6273,         16.3253,          1.4286,          3.6236,          5.1177,         10.9962,          4.4760,          4.3105,          8.5838,          8.8371,         16.5834,         14.0819,         16.9745,         40.3729,         29.6991,         40.4967,          1.1140,         21.5066,         16.3558,          0.0000,         97.3071,        242.8309,        193.1359,        102.5295,         20.9380,         23.5646,          0.0000,         10.3894,        102.4839,         59.5673,          7.7703,          0.7642,         16.8057,         19.0245,         48.2853,         84.4359,         19.6110,         10.8618,        162.8593,        126.6067,          7.1178,         22.6588,         65.3950,         92.7057,         73.0585,         84.8101,         19.4158,         36.3277,         15.9570,         20.9286,         11.5677,         17.0315,         54.9971
,        3.133333,          0.9000,          0.9000,          7.1918,          3.3847,          6.2074,          7.2016,          9.7814,         26.6334,         22.6214,         16.3016,          1.4630,          3.6089,          5.1031,         10.9884,          4.4789,          4.3412,          8.6280,          8.8787,         16.6127,         14.1196,         16.9704,         40.3633,         29.6951,         40.4886,          1.1301,         21.5074,         16.3778,          0.0000,        104.2489,        247.3962,        196.3209,        104.9391,         20.5079,         22.7858,          0.0000,          9.5843,        102.7474,         59.1564,          7.6315,          0.6317,         16.2928,         18.3675,         47.1779,         83.8010,         19.3769,         10.0685,        165.1890,        128.6069,          6.8820,         22.1474,         64.7019,         97.7404,         73.1570,         86.3015,         18.9955,         36.1522,         15.1004,         19.8375,         10.4578,         15.8159,         55.1500
